Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
pers_515794,0_emails,pers_505965,2025-01-19,1,NA,NA,NA,NA,NA,NA
pers_515794,1_phone,pers_629627,2025-01-19,1,4,4,6.71518,-165.251,-1.16067,-162.983
pers_515794,0_emails,pers_505965,2025-01-19,1,NA,NA,NA,NA,NA,NA
pers_515794,0_emails,pers_629627,2025-01-20,1,NA,NA,NA,NA,NA,NA
pers_515794,0_emails,pers_629627,2025-01-20,1,NA,NA,NA,NA,NA,NA
pers_572413,1_phone,pers_515794,2025-01-20,1,4,4,-2.24962,-165.651,6.71518,-165.251
pers_515794,0_emails,pers_629627,2025-01-20,1,NA,NA,NA,NA,NA,NA
pers_572413,1_phone,pers_505965,2025-01-20,1,4,4,-2.24962,-165.651,-3.88606,-166.186
pers_505965,0_emails,pers_515794,2025-01-20,1,NA,NA,NA,NA,NA,NA
pers_572413,1_phone,pers_629627,2025-01-20,1,4,4,-2.24962,-165.651,-1.16067,-162.983
pers_505965,0_emails,pers_515794,2025-01-21,1,NA,NA,NA,NA,NA,NA
pers_572413,1_phone,pers_515794,2025-01-21,1,4,4,-2.24962,-165.651,6.71518,-165.251
pers_515794,0_emails,pers_505965,2025-01-21,1,NA,NA,NA,NA,NA,NA
pers_515794,1_phone,pers_629627,2025-01-21,1,4,4,6.71518,-165.251,-1.16067,-162.983
pers_572413,1_phone,pers_505965,2025-01-21,1,4,4,-2.24962,-165.651,-3.88606,-166.186
pers_505965,0_emails,pers_629627,2025-01-21,1,NA,NA,NA,NA,NA,NA
pers_629627,1_phone,pers_505965,2025-01-21,1,4,4,-1.16067,-162.983,-3.88606,-166.186
pers_515794,0_emails,pers_505965,2025-01-21,1,NA,NA,NA,NA,NA,NA
pers_505965,0_emails,pers_629627,2025-01-21,1,NA,NA,NA,NA,NA,NA
pers_629627,1_phone,pers_515794,2025-01-22,1,4,4,-1.16067,-162.983,6.71518,-165.251
pers_515794,1_phone,pers_629627,2025-01-22,1,4,4,6.71518,-165.251,-1.16067,-162.983
pers_505965,0_emails,pers_629627,2025-01-22,1,NA,NA,NA,NA,NA,NA
pers_572413,1_phone,pers_629627,2025-01-22,1,4,4,-2.24962,-165.651,-1.16067,-162.983
pers_572413,1_phone,pers_629627,2025-01-22,1,4,4,-2.24962,-165.651,-1.16067,-162.983
pers_572413,1_phone,pers_505965,2025-01-22,1,4,4,-2.24962,-165.651,-3.88606,-166.186
pers_572413,1_phone,pers_505965,2025-01-22,1,4,4,-2.24962,-165.651,-3.88606,-166.186
pers_541017,0_emails,pers_563211,2025-01-24,1,NA,NA,NA,NA,NA,NA
pers_585212,1_phone,pers_563211,2025-01-26,1,4,1,5.62833,-161.113,-27.3353,-18.2227
pers_541017,1_phone,pers_629627,2025-01-28,1,1,4,-29.4524,-13.6491,-1.16067,-162.983
pers_585212,1_phone,pers_541017,2025-01-29,1,4,1,5.62833,-161.113,-29.4524,-13.6491
pers_585212,1_phone,pers_599441,2025-01-30,1,4,4,5.62833,-161.113,2.74785,-162.275
pers_541017,1_phone,pers_563211,2025-01-31,1,1,1,-29.4524,-13.6491,-27.3353,-18.2227
pers_599441,0_emails,pers_527597,2025-02-01,1,NA,NA,NA,NA,NA,NA
pers_582851,1_phone,pers_541017,2025-02-03,1,1,1,-26.6688,-7.31949,-29.4524,-13.6491
pers_629627,0_emails,pers_585212,2025-02-04,1,NA,NA,NA,NA,NA,NA
pers_599441,0_emails,pers_534034,2025-02-05,1,NA,NA,NA,NA,NA,NA
pers_527597,0_emails,pers_563211,2025-02-05,1,NA,NA,NA,NA,NA,NA
pers_582851,1_phone,pers_527597,2025-02-06,1,1,1,-26.6688,-7.31949,-27.555,-13.373
pers_599441,0_emails,pers_629627,2025-02-06,1,NA,NA,NA,NA,NA,NA
pers_582851,1_phone,pers_585212,2025-02-07,1,1,4,-26.6688,-7.31949,5.62833,-161.113
pers_629627,0_emails,pers_582851,2025-02-09,1,NA,NA,NA,NA,NA,NA
pers_582851,1_phone,pers_563211,2025-02-09,1,1,1,-26.6688,-7.31949,-27.3353,-18.2227
pers_541017,1_phone,pers_563211,2025-02-10,1,1,1,-29.4524,-13.6491,-27.3353,-18.2227
pers_629627,0_emails,pers_599441,2025-02-11,1,NA,NA,NA,NA,NA,NA
pers_563211,0_emails,pers_585212,2025-02-18,1,NA,NA,NA,NA,NA,NA
pers_534034,0_emails,pers_629627,2025-02-19,1,NA,NA,NA,NA,NA,NA
pers_541017,0_emails,pers_527597,2025-02-21,1,NA,NA,NA,NA,NA,NA
pers_629627,0_emails,pers_585212,2025-02-21,1,NA,NA,NA,NA,NA,NA
pers_629627,0_emails,pers_527597,2025-02-22,1,NA,NA,NA,NA,NA,NA
pers_527597,0_emails,pers_534034,2025-02-25,1,NA,NA,NA,NA,NA,NA
pers_629627,0_emails,pers_599441,2025-02-25,1,NA,NA,NA,NA,NA,NA
pers_644830,0_emails,pers_585212,2025-02-27,1,NA,NA,NA,NA,NA,NA
pers_527597,1_phone,pers_585212,2025-02-27,1,1,4,-27.555,-13.373,5.62833,-161.113
pers_644830,0_emails,pers_488928,2025-02-27,1,NA,NA,NA,NA,NA,NA
pers_527597,1_phone,pers_585212,2025-02-28,1,1,4,-27.555,-13.373,5.62833,-161.113
pers_527597,0_emails,pers_599441,2025-02-28,1,NA,NA,NA,NA,NA,NA
pers_534034,0_emails,pers_629627,2025-03-01,1,NA,NA,NA,NA,NA,NA
pers_541017,0_emails,pers_599441,2025-03-02,1,NA,NA,NA,NA,NA,NA
pers_527597,0_emails,pers_629627,2025-03-02,1,NA,NA,NA,NA,NA,NA
pers_541017,1_phone,pers_629627,2025-03-04,1,1,4,-29.4524,-13.6491,-1.16067,-162.983
pers_527597,0_emails,pers_585212,2025-03-06,1,NA,NA,NA,NA,NA,NA
pers_585212,0_emails,pers_644830,2025-03-06,1,NA,NA,NA,NA,NA,NA
pers_488928,0_emails,pers_585212,2025-03-08,1,NA,NA,NA,NA,NA,NA
pers_527597,1_phone,pers_534034,2025-03-08,1,1,4,-27.555,-13.373,0.486228,-168.472
pers_599441,0_emails,pers_585212,2025-03-09,1,NA,NA,NA,NA,NA,NA
pers_585212,0_emails,pers_644830,2025-03-10,1,NA,NA,NA,NA,NA,NA
pers_585212,0_emails,pers_488928,2025-03-10,1,NA,NA,NA,NA,NA,NA
pers_534034,0_emails,pers_585212,2025-03-10,1,NA,NA,NA,NA,NA,NA
pers_644830,0_emails,pers_488928,2025-03-10,1,NA,NA,NA,NA,NA,NA
pers_585212,1_phone,pers_629627,2025-03-11,1,4,4,5.62833,-161.113,-1.16067,-162.983
pers_488928,0_emails,pers_585212,2025-03-11,1,NA,NA,NA,NA,NA,NA
pers_527597,1_phone,pers_599441,2025-03-11,1,1,4,-27.555,-13.373,2.74785,-162.275
pers_644830,0_emails,pers_585212,2025-03-11,1,NA,NA,NA,NA,NA,NA
pers_585212,0_emails,pers_488928,2025-03-14,1,NA,NA,NA,NA,NA,NA
pers_585212,0_emails,pers_488928,2025-03-14,1,NA,NA,NA,NA,NA,NA
pers_582851,1_phone,pers_629627,2025-03-15,1,1,4,-26.6688,-7.31949,-1.16067,-162.983
pers_488928,0_emails,pers_585212,2025-03-15,1,NA,NA,NA,NA,NA,NA
pers_527597,1_phone,pers_563211,2025-03-16,1,1,1,-27.555,-13.373,-27.3353,-18.2227
pers_585212,1_phone,pers_629627,2025-03-16,1,4,4,5.62833,-161.113,-1.16067,-162.983
pers_541017,0_emails,pers_585212,2025-03-16,1,NA,NA,NA,NA,NA,NA
pers_629627,0_emails,pers_534034,2025-03-18,1,NA,NA,NA,NA,NA,NA
pers_585212,1_phone,pers_563211,2025-03-18,1,4,1,5.62833,-161.113,-27.3353,-18.2227
pers_488928,0_emails,pers_585212,2025-03-19,1,NA,NA,NA,NA,NA,NA
pers_585212,0_emails,pers_644830,2025-03-20,1,NA,NA,NA,NA,NA,NA
pers_527597,1_phone,pers_585212,2025-03-20,1,1,4,-27.555,-13.373,5.62833,-161.113
pers_585212,1_phone,pers_599441,2025-03-20,1,4,4,5.62833,-161.113,2.74785,-162.275
pers_644830,0_emails,pers_585212,2025-03-21,1,NA,NA,NA,NA,NA,NA
pers_541017,0_emails,pers_585212,2025-03-21,1,NA,NA,NA,NA,NA,NA
pers_599441,0_emails,pers_582851,2025-03-21,1,NA,NA,NA,NA,NA,NA
pers_585212,0_emails,pers_488928,2025-03-22,1,NA,NA,NA,NA,NA,NA
pers_527597,1_phone,pers_582851,2025-03-22,1,1,1,-27.555,-13.373,-26.6688,-7.31949
pers_644830,0_emails,pers_488928,2025-03-24,1,NA,NA,NA,NA,NA,NA
pers_585212,1_phone,pers_563211,2025-03-24,1,4,1,5.62833,-161.113,-27.3353,-18.2227
pers_488928,0_emails,pers_585212,2025-03-24,1,NA,NA,NA,NA,NA,NA
pers_582851,1_phone,pers_563211,2025-03-25,1,1,1,-26.6688,-7.31949,-27.3353,-18.2227
pers_644830,0_emails,pers_488928,2025-03-25,1,NA,NA,NA,NA,NA,NA
pers_527597,1_phone,pers_582851,2025-03-26,1,1,1,-27.555,-13.373,-26.6688,-7.31949
pers_541017,0_emails,pers_527597,2025-03-27,1,NA,NA,NA,NA,NA,NA
pers_527597,1_phone,pers_582851,2025-03-27,1,1,1,-27.555,-13.373,-26.6688,-7.31949
pers_585212,0_emails,pers_644830,2025-03-28,1,NA,NA,NA,NA,NA,NA
pers_527597,1_phone,pers_585212,2025-03-29,1,1,4,-27.555,-13.373,5.62833,-161.113
pers_541017,0_emails,pers_629627,2025-03-31,1,NA,NA,NA,NA,NA,NA
pers_585212,0_emails,pers_488928,2025-04-01,1,NA,NA,NA,NA,NA,NA
pers_541017,1_phone,pers_563211,2025-04-01,1,1,1,-29.4524,-13.6491,-27.3353,-18.2227
pers_563211,0_emails,pers_527597,2025-04-03,1,NA,NA,NA,NA,NA,NA
pers_599441,0_emails,pers_585212,2025-04-04,1,NA,NA,NA,NA,NA,NA
pers_563211,0_emails,pers_534034,2025-04-04,1,NA,NA,NA,NA,NA,NA
pers_644830,0_emails,pers_488928,2025-04-05,1,NA,NA,NA,NA,NA,NA
pers_585212,1_phone,pers_534034,2025-04-05,1,4,4,5.62833,-161.113,0.486228,-168.472
pers_541017,1_phone,pers_582851,2025-04-05,1,1,1,-29.4524,-13.6491,-26.6688,-7.31949
pers_629627,0_emails,pers_527597,2025-04-05,1,NA,NA,NA,NA,NA,NA
pers_541017,0_emails,pers_527597,2025-04-07,1,NA,NA,NA,NA,NA,NA
pers_629627,0_emails,pers_563211,2025-04-07,1,NA,NA,NA,NA,NA,NA
pers_582851,1_phone,pers_563211,2025-04-08,1,1,1,-26.6688,-7.31949,-27.3353,-18.2227
pers_541017,0_emails,pers_629627,2025-04-08,1,NA,NA,NA,NA,NA,NA
pers_585212,0_emails,pers_644830,2025-04-08,1,NA,NA,NA,NA,NA,NA
pers_527597,1_phone,pers_582851,2025-04-09,1,1,1,-27.555,-13.373,-26.6688,-7.31949
pers_534034,0_emails,pers_527597,2025-04-10,1,NA,NA,NA,NA,NA,NA
pers_541017,1_phone,pers_599441,2025-04-10,1,1,4,-29.4524,-13.6491,2.74785,-162.275
pers_541017,0_emails,pers_585212,2025-04-11,1,NA,NA,NA,NA,NA,NA
pers_563211,0_emails,pers_629627,2025-04-11,1,NA,NA,NA,NA,NA,NA
pers_585212,1_phone,pers_534034,2025-04-13,1,4,4,5.62833,-161.113,0.486228,-168.472
pers_585212,0_emails,pers_644830,2025-04-13,1,NA,NA,NA,NA,NA,NA
pers_585212,1_phone,pers_629627,2025-04-14,1,4,4,5.62833,-161.113,-1.16067,-162.983
pers_585212,0_emails,pers_644830,2025-04-18,1,NA,NA,NA,NA,NA,NA
pers_644830,0_emails,pers_488928,2025-04-18,1,NA,NA,NA,NA,NA,NA
pers_629627,0_emails,pers_582851,2025-04-19,1,NA,NA,NA,NA,NA,NA
pers_527597,0_emails,pers_534034,2025-04-19,1,NA,NA,NA,NA,NA,NA
pers_563211,0_emails,pers_527597,2025-04-20,1,NA,NA,NA,NA,NA,NA
pers_527597,0_emails,pers_585212,2025-04-21,1,NA,NA,NA,NA,NA,NA
pers_629627,0_emails,pers_599441,2025-04-23,1,NA,NA,NA,NA,NA,NA
pers_599441,0_emails,pers_541017,2025-04-25,1,NA,NA,NA,NA,NA,NA
pers_527597,0_emails,pers_541017,2025-04-25,1,NA,NA,NA,NA,NA,NA
pers_541017,1_phone,pers_582851,2025-04-25,1,1,1,-29.4524,-13.6491,-26.6688,-7.31949
pers_629627,0_emails,pers_534034,2025-04-26,1,NA,NA,NA,NA,NA,NA
pers_582851,1_phone,pers_541017,2025-04-27,1,1,1,-26.6688,-7.31949,-29.4524,-13.6491
pers_585212,0_emails,pers_644830,2025-04-30,1,NA,NA,NA,NA,NA,NA
pers_582851,1_phone,pers_585212,2025-04-30,1,1,4,-26.6688,-7.31949,5.62833,-161.113
pers_644830,0_emails,pers_488928,2025-05-01,1,NA,NA,NA,NA,NA,NA
pers_602912,0_emails,pers_534449,2025-05-01,1,NA,NA,NA,NA,NA,NA
pers_515794,0_emails,pers_505965,2025-05-02,1,NA,NA,NA,NA,NA,NA
pers_629627,1_phone,pers_534449,2025-05-02,1,4,2,-1.16067,-162.983,-24.0127,90.9734
pers_477138,0_emails,pers_515794,2025-05-02,1,NA,NA,NA,NA,NA,NA
pers_544615,0_emails,pers_629627,2025-05-03,1,NA,NA,NA,NA,NA,NA
pers_515794,1_phone,pers_477138,2025-05-03,1,4,3,6.71518,-165.251,-24.7171,-111.474
pers_527597,0_emails,pers_582851,2025-05-03,1,NA,NA,NA,NA,NA,NA
pers_505965,1_phone,pers_639051,2025-05-03,1,4,3,-3.88606,-166.186,-25.422,-111.678
pers_477138,0_emails,pers_544615,2025-05-03,1,NA,NA,NA,NA,NA,NA
pers_534449,0_emails,pers_505965,2025-05-03,1,NA,NA,NA,NA,NA,NA
pers_544615,0_emails,pers_639051,2025-05-04,1,NA,NA,NA,NA,NA,NA
pers_572413,0_emails,pers_602912,2025-05-04,1,NA,NA,NA,NA,NA,NA
pers_515794,0_emails,pers_534449,2025-05-04,1,NA,NA,NA,NA,NA,NA
pers_602912,0_emails,pers_515794,2025-05-05,1,NA,NA,NA,NA,NA,NA
pers_599441,0_emails,pers_534034,2025-05-05,1,NA,NA,NA,NA,NA,NA
pers_602912,0_emails,pers_639051,2025-05-05,1,NA,NA,NA,NA,NA,NA
pers_582851,1_phone,pers_527597,2025-05-05,1,1,1,-26.6688,-7.31949,-27.555,-13.373
pers_582851,1_phone,pers_541017,2025-05-05,1,1,1,-26.6688,-7.31949,-29.4524,-13.6491
pers_582851,1_phone,pers_585212,2025-05-05,1,1,4,-26.6688,-7.31949,5.62833,-161.113
pers_544615,0_emails,pers_477138,2025-05-05,1,NA,NA,NA,NA,NA,NA
pers_572413,0_emails,pers_477138,2025-05-05,1,NA,NA,NA,NA,NA,NA
pers_572413,0_emails,pers_629627,2025-05-06,1,NA,NA,NA,NA,NA,NA
pers_644830,0_emails,pers_488928,2025-05-06,1,NA,NA,NA,NA,NA,NA
pers_602912,0_emails,pers_477138,2025-05-06,1,NA,NA,NA,NA,NA,NA
pers_541017,0_emails,pers_582851,2025-05-07,1,NA,NA,NA,NA,NA,NA
pers_602912,1_phone,pers_544615,2025-05-07,1,1,2,-28.3801,-9.46184,-20.6565,91.7841
pers_602912,0_emails,pers_629627,2025-05-07,1,NA,NA,NA,NA,NA,NA
pers_629627,1_phone,pers_477138,2025-05-07,1,4,3,-1.16067,-162.983,-24.7171,-111.474
pers_515794,0_emails,pers_602912,2025-05-07,1,NA,NA,NA,NA,NA,NA
pers_644830,0_emails,pers_488928,2025-05-08,1,NA,NA,NA,NA,NA,NA
pers_629627,1_phone,pers_515794,2025-05-08,1,4,4,-1.16067,-162.983,6.71518,-165.251
pers_644830,0_emails,pers_488928,2025-05-08,1,NA,NA,NA,NA,NA,NA
pers_477138,0_emails,pers_629627,2025-05-09,1,NA,NA,NA,NA,NA,NA
pers_541017,1_phone,pers_599441,2025-05-09,1,1,4,-29.4524,-13.6491,2.74785,-162.275
pers_534034,0_emails,pers_582851,2025-05-09,1,NA,NA,NA,NA,NA,NA
pers_505965,1_phone,pers_515794,2025-05-10,1,4,4,-3.88606,-166.186,6.71518,-165.251
pers_477138,0_emails,pers_639051,2025-05-11,1,NA,NA,NA,NA,NA,NA
pers_629627,0_emails,pers_563211,2025-05-11,1,NA,NA,NA,NA,NA,NA
pers_527597,0_emails,pers_541017,2025-05-11,1,NA,NA,NA,NA,NA,NA
pers_602912,1_phone,pers_534449,2025-05-12,1,1,2,-28.3801,-9.46184,-24.0127,90.9734
pers_505965,1_phone,pers_602912,2025-05-12,1,4,1,-3.88606,-166.186,-28.3801,-9.46184
pers_544615,0_emails,pers_639051,2025-05-12,1,NA,NA,NA,NA,NA,NA
pers_505965,1_phone,pers_544615,2025-05-12,1,4,2,-3.88606,-166.186,-20.6565,91.7841
pers_544615,0_emails,pers_639051,2025-05-13,1,NA,NA,NA,NA,NA,NA
pers_477138,0_emails,pers_534449,2025-05-13,1,NA,NA,NA,NA,NA,NA
pers_644830,0_emails,pers_585212,2025-05-14,1,NA,NA,NA,NA,NA,NA
pers_602912,0_emails,pers_515794,2025-05-14,1,NA,NA,NA,NA,NA,NA
pers_477138,0_emails,pers_544615,2025-05-15,1,NA,NA,NA,NA,NA,NA
pers_602912,0_emails,pers_515794,2025-05-15,1,NA,NA,NA,NA,NA,NA
pers_505965,1_phone,pers_534449,2025-05-15,1,4,2,-3.88606,-166.186,-24.0127,90.9734
pers_602912,0_emails,pers_629627,2025-05-15,1,NA,NA,NA,NA,NA,NA
pers_629627,1_phone,pers_639051,2025-05-15,1,4,3,-1.16067,-162.983,-25.422,-111.678
pers_572413,0_emails,pers_639051,2025-05-16,1,NA,NA,NA,NA,NA,NA
pers_515794,1_phone,pers_602912,2025-05-16,1,4,1,6.71518,-165.251,-28.3801,-9.46184
pers_602912,0_emails,pers_477138,2025-05-16,1,NA,NA,NA,NA,NA,NA
pers_515794,1_phone,pers_544615,2025-05-17,1,4,2,6.71518,-165.251,-20.6565,91.7841
pers_602912,0_emails,pers_534449,2025-05-17,1,NA,NA,NA,NA,NA,NA
pers_629627,1_phone,pers_602912,2025-05-19,1,4,1,-1.16067,-162.983,-28.3801,-9.46184
pers_505965,1_phone,pers_534449,2025-05-19,1,4,2,-3.88606,-166.186,-24.0127,90.9734
pers_505965,1_phone,pers_515794,2025-05-19,1,4,4,-3.88606,-166.186,6.71518,-165.251
pers_629627,1_phone,pers_505965,2025-05-19,1,4,4,-1.16067,-162.983,-3.88606,-166.186
pers_572413,0_emails,pers_505965,2025-05-20,1,NA,NA,NA,NA,NA,NA
pers_572413,0_emails,pers_544615,2025-05-20,1,NA,NA,NA,NA,NA,NA
pers_515794,1_phone,pers_505965,2025-05-20,1,4,4,6.71518,-165.251,-3.88606,-166.186
pers_602912,0_emails,pers_639051,2025-05-21,1,NA,NA,NA,NA,NA,NA
pers_572413,0_emails,pers_515794,2025-05-21,1,NA,NA,NA,NA,NA,NA
pers_515794,0_emails,pers_602912,2025-05-21,1,NA,NA,NA,NA,NA,NA
pers_505965,1_phone,pers_602912,2025-05-22,1,4,1,-3.88606,-166.186,-28.3801,-9.46184
pers_602912,0_emails,pers_629627,2025-05-22,1,NA,NA,NA,NA,NA,NA
pers_477138,0_emails,pers_505965,2025-05-23,1,NA,NA,NA,NA,NA,NA
pers_515794,1_phone,pers_505965,2025-05-23,1,4,4,6.71518,-165.251,-3.88606,-166.186
pers_629627,0_emails,pers_505965,2025-05-23,1,NA,NA,NA,NA,NA,NA
pers_477138,0_emails,pers_515794,2025-05-24,1,NA,NA,NA,NA,NA,NA
pers_629627,1_phone,pers_544615,2025-05-24,1,4,2,-1.16067,-162.983,-20.6565,91.7841
pers_572413,0_emails,pers_602912,2025-05-24,1,NA,NA,NA,NA,NA,NA
pers_572413,0_emails,pers_505965,2025-05-24,1,NA,NA,NA,NA,NA,NA
pers_629627,1_phone,pers_544615,2025-05-25,1,4,2,-1.16067,-162.983,-20.6565,91.7841
pers_534449,0_emails,pers_629627,2025-05-25,1,NA,NA,NA,NA,NA,NA
pers_544615,0_emails,pers_534449,2025-05-25,1,NA,NA,NA,NA,NA,NA
pers_505965,1_phone,pers_602912,2025-05-26,1,4,1,-3.88606,-166.186,-28.3801,-9.46184
pers_505965,1_phone,pers_629627,2025-05-26,1,4,4,-3.88606,-166.186,-1.16067,-162.983
pers_505965,1_phone,pers_477138,2025-05-26,1,4,3,-3.88606,-166.186,-24.7171,-111.474
pers_544615,0_emails,pers_602912,2025-05-26,1,NA,NA,NA,NA,NA,NA
pers_585212,0_emails,pers_644830,2025-05-26,1,NA,NA,NA,NA,NA,NA
pers_515794,0_emails,pers_629627,2025-05-26,1,NA,NA,NA,NA,NA,NA
pers_572413,0_emails,pers_515794,2025-05-26,1,NA,NA,NA,NA,NA,NA
pers_515794,0_emails,pers_544615,2025-05-27,1,NA,NA,NA,NA,NA,NA
pers_515794,0_emails,pers_629627,2025-05-27,1,NA,NA,NA,NA,NA,NA
pers_572413,0_emails,pers_602912,2025-05-28,1,NA,NA,NA,NA,NA,NA
pers_515794,0_emails,pers_602912,2025-05-28,1,NA,NA,NA,NA,NA,NA
pers_544615,0_emails,pers_639051,2025-05-28,1,NA,NA,NA,NA,NA,NA
pers_572413,0_emails,pers_544615,2025-05-28,1,NA,NA,NA,NA,NA,NA
pers_602912,0_emails,pers_534449,2025-05-29,1,NA,NA,NA,NA,NA,NA
pers_644830,2_sell,prod_487668,2025-06-04,958,NA,NA,NA,NA,NA,NA
pers_585212,3_buy,prod_487668,2025-06-04,958,NA,NA,NA,NA,NA,NA
pers_644830,2_sell,prod_487668,2025-06-15,213,NA,NA,NA,NA,NA,NA
pers_585212,3_buy,prod_487668,2025-06-15,213,NA,NA,NA,NA,NA,NA
pers_585212,0_emails,pers_644830,2025-06-20,1,NA,NA,NA,NA,NA,NA
pers_585212,0_emails,pers_644830,2025-07-02,1,NA,NA,NA,NA,NA,NA
pers_644830,2_sell,prod_487668,2025-07-04,276,NA,NA,NA,NA,NA,NA
pers_585212,3_buy,prod_487668,2025-07-04,276,NA,NA,NA,NA,NA,NA
pers_644830,2_sell,prod_487668,2025-07-07,245,NA,NA,NA,NA,NA,NA
pers_585212,3_buy,prod_487668,2025-07-07,245,NA,NA,NA,NA,NA,NA
pers_585212,0_emails,pers_644830,2025-07-08,1,NA,NA,NA,NA,NA,NA
pers_644830,2_sell,prod_487668,2025-07-25,213,NA,NA,NA,NA,NA,NA
pers_585212,3_buy,prod_487668,2025-07-25,213,NA,NA,NA,NA,NA,NA
pers_644830,2_sell,prod_487668,2025-08-02,581,NA,NA,NA,NA,NA,NA
pers_585212,3_buy,prod_487668,2025-08-02,581,NA,NA,NA,NA,NA,NA
pers_585212,0_emails,pers_644830,2025-08-05,1,NA,NA,NA,NA,NA,NA
pers_585212,0_emails,pers_644830,2025-08-05,1,NA,NA,NA,NA,NA,NA
pers_644830,2_sell,prod_487668,2025-08-22,209,NA,NA,NA,NA,NA,NA
pers_585212,3_buy,prod_487668,2025-08-22,209,NA,NA,NA,NA,NA,NA
pers_477138,1_phone,pers_639051,2025-08-30,1,3,3,-24.7171,-111.474,-25.422,-111.678
pers_477138,1_phone,pers_639051,2025-08-31,1,3,3,-24.7171,-111.474,-25.422,-111.678
pers_639051,0_emails,pers_629627,2025-09-02,1,NA,NA,NA,NA,NA,NA
pers_629627,0_emails,pers_477138,2025-09-03,1,NA,NA,NA,NA,NA,NA
pers_477138,1_phone,pers_629627,2025-09-05,1,3,4,-24.7171,-111.474,-1.16067,-162.983
pers_629627,0_emails,pers_477138,2025-09-05,1,NA,NA,NA,NA,NA,NA
pers_639051,0_emails,pers_477138,2025-09-07,1,NA,NA,NA,NA,NA,NA
pers_639051,0_emails,pers_602912,2025-09-07,1,NA,NA,NA,NA,NA,NA
pers_639051,0_emails,pers_477138,2025-09-07,1,NA,NA,NA,NA,NA,NA
pers_602912,1_phone,pers_629627,2025-09-08,1,1,4,-28.3801,-9.46184,-1.16067,-162.983
pers_629627,1_phone,pers_602912,2025-09-08,1,4,1,-1.16067,-162.983,-28.3801,-9.46184
pers_639051,1_phone,pers_629627,2025-09-08,1,3,4,-25.422,-111.678,-1.16067,-162.983
pers_477138,1_phone,pers_602912,2025-09-08,1,3,1,-24.7171,-111.474,-28.3801,-9.46184
pers_639051,0_emails,pers_477138,2025-09-09,1,NA,NA,NA,NA,NA,NA
pers_639051,0_emails,pers_629627,2025-09-09,1,NA,NA,NA,NA,NA,NA
pers_639051,0_emails,pers_602912,2025-09-09,1,NA,NA,NA,NA,NA,NA
pers_477138,1_phone,pers_602912,2025-09-09,1,3,1,-24.7171,-111.474,-28.3801,-9.46184
pers_639051,0_emails,pers_477138,2025-09-09,1,NA,NA,NA,NA,NA,NA
pers_639051,0_emails,pers_629627,2025-09-10,1,NA,NA,NA,NA,NA,NA
