Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
pers_477657,6_travels,count_616453,2025-02-27,0,0,5,33,-41,22,156
pers_619322,3_buy,prod_532852,2025-03-05,1927,NA,NA,NA,NA,NA,NA
pers_477657,6_travels,count_625756,2025-03-08,3,2,3,-22,91,-25,-111
pers_477657,6_travels,count_625756,2025-03-08,3,2,3,-22,91,-25,-111
pers_477657,6_travels,count_625756,2025-03-08,3,2,3,-22,91,-25,-111
pers_477657,6_travels,count_625756,2025-03-08,3,2,3,-22,91,-25,-111
pers_477657,6_travels,count_625756,2025-03-08,3,2,3,-22,91,-25,-111
pers_524153,3_buy,prod_517649,2025-03-15,165,NA,NA,NA,NA,NA,NA
pers_619322,6_travels,count_509607,2025-03-19,3,3,4,-25,-111,1,-165
pers_619322,6_travels,count_509607,2025-03-19,3,3,4,-25,-111,1,-165
pers_619322,6_travels,count_509607,2025-03-19,3,3,4,-25,-111,1,-165
pers_619322,6_travels,count_509607,2025-03-19,3,3,4,-25,-111,1,-165
pers_619322,6_travels,count_509607,2025-03-19,3,3,4,-25,-111,1,-165
pers_524153,3_buy,prod_587437,2025-03-20,85,NA,NA,NA,NA,NA,NA
pers_619322,2_sell,prod_549891,2025-03-22,520,NA,NA,NA,NA,NA,NA
pers_524153,3_buy,prod_623736,2025-03-28,198,NA,NA,NA,NA,NA,NA
pers_631903,2_sell,prod_493358,2025-03-29,427,NA,NA,NA,NA,NA,NA
pers_477657,6_travels,count_616453,2025-03-30,0,4,5,1,-165,22,156
pers_477657,6_travels,count_616453,2025-03-30,0,4,5,1,-165,22,156
pers_477657,6_travels,count_616453,2025-03-30,0,4,5,1,-165,22,156
pers_477657,6_travels,count_616453,2025-03-30,0,4,5,1,-165,22,156
pers_477657,6_travels,count_616453,2025-03-30,0,4,5,1,-165,22,156
pers_483784,1_phone,pers_561819,2025-04-02,1,0,1,32.2503,-40.4067,-27.4766,-14.6148
count_561157,6_travels,pers_483784,2025-04-03,-1,3,0,-25,-111,33,-41
count_561157,6_travels,pers_483784,2025-04-03,-1,3,0,-25,-111,33,-41
count_561157,6_travels,pers_483784,2025-04-03,-1,3,0,-25,-111,33,-41
count_561157,6_travels,pers_483784,2025-04-03,-1,3,0,-25,-111,33,-41
count_561157,6_travels,pers_483784,2025-04-03,-1,3,0,-25,-111,33,-41
pers_619322,6_travels,count_509607,2025-04-07,3,3,4,-25,-111,1,-165
pers_619322,6_travels,count_509607,2025-04-07,3,3,4,-25,-111,1,-165
pers_619322,6_travels,count_509607,2025-04-07,3,3,4,-25,-111,1,-165
pers_619322,6_travels,count_509607,2025-04-07,3,3,4,-25,-111,1,-165
pers_619322,6_travels,count_509607,2025-04-07,3,3,4,-25,-111,1,-165
pers_477657,1_phone,pers_561819,2025-04-07,1,4,1,-1.17279,-170.646,-27.4766,-14.6148
pers_619322,1_phone,pers_530990,2025-04-10,1,3,3,-24.2286,-111.129,-25.0313,-110.738
pers_524153,3_buy,prod_643087,2025-04-12,8,NA,NA,NA,NA,NA,NA
pers_619322,3_buy,prod_569044,2025-04-16,1,NA,NA,NA,NA,NA,NA
pers_524153,3_buy,prod_556592,2025-04-18,11,NA,NA,NA,NA,NA,NA
pers_619322,6_travels,count_616453,2025-04-21,2,3,5,-25,-111,22,156
pers_619322,6_travels,count_616453,2025-04-21,2,3,5,-25,-111,22,156
pers_619322,6_travels,count_616453,2025-04-21,2,3,5,-25,-111,22,156
pers_619322,6_travels,count_616453,2025-04-21,2,3,5,-25,-111,22,156
pers_619322,6_travels,count_616453,2025-04-21,2,3,5,-25,-111,22,156
pers_594308,1_phone,pers_631903,2025-04-23,1,2,5,-24.1761,93.8902,25.5535,153.235
pers_594308,6_travels,count_509607,2025-05-05,1,2,4,-22,91,1,-165
pers_594308,6_travels,count_509607,2025-05-05,1,2,4,-22,91,1,-165
pers_594308,6_travels,count_509607,2025-05-05,1,2,4,-22,91,1,-165
pers_594308,6_travels,count_509607,2025-05-05,1,2,4,-22,91,1,-165
pers_594308,6_travels,count_509607,2025-05-05,1,2,4,-22,91,1,-165
pers_483784,1_phone,pers_549840,2025-05-07,1,0,5,32.2503,-40.4067,22.5232,151.855
pers_524153,3_buy,prod_585589,2025-05-21,278,NA,NA,NA,NA,NA,NA
pers_619322,3_buy,prod_579218,2025-05-22,155,NA,NA,NA,NA,NA,NA
pers_524153,0_emails,pers_594308,2025-05-23,1,NA,NA,NA,NA,NA,NA
pers_524153,0_emails,pers_530990,2025-05-25,1,NA,NA,NA,NA,NA,NA
pers_573137,1_phone,pers_530990,2025-05-31,1,4,3,0.259451,-165.576,-25.0313,-110.738
pers_524153,3_buy,prod_567281,2025-06-05,934,NA,NA,NA,NA,NA,NA
pers_573137,0_emails,pers_594308,2025-06-06,1,NA,NA,NA,NA,NA,NA
pers_619322,3_buy,prod_624532,2025-06-07,80,NA,NA,NA,NA,NA,NA
pers_631903,2_sell,prod_493358,2025-06-14,1056,NA,NA,NA,NA,NA,NA
pers_561819,2_sell,prod_499177,2025-06-16,1,NA,NA,NA,NA,NA,NA
count_561157,6_travels,pers_483784,2025-06-18,-1,1,0,-29,-13,33,-41
count_561157,6_travels,pers_483784,2025-06-18,-1,1,0,-29,-13,33,-41
count_561157,6_travels,pers_483784,2025-06-18,-1,1,0,-29,-13,33,-41
count_561157,6_travels,pers_483784,2025-06-18,-1,1,0,-29,-13,33,-41
count_561157,6_travels,pers_483784,2025-06-18,-1,1,0,-29,-13,33,-41
count_625756,6_travels,pers_619322,2025-06-23,-1,2,3,-22,91,-25,-111
count_625756,6_travels,pers_619322,2025-06-23,-1,2,3,-22,91,-25,-111
count_625756,6_travels,pers_619322,2025-06-23,-1,2,3,-22,91,-25,-111
count_625756,6_travels,pers_619322,2025-06-23,-1,2,3,-22,91,-25,-111
count_625756,6_travels,pers_619322,2025-06-23,-1,2,3,-22,91,-25,-111
count_561157,6_travels,pers_483784,2025-06-25,-1,0,0,33,-41,33,-41
count_561157,6_travels,pers_483784,2025-06-25,-1,0,0,33,-41,33,-41
count_561157,6_travels,pers_483784,2025-06-25,-1,0,0,33,-41,33,-41
count_561157,6_travels,pers_483784,2025-06-25,-1,0,0,33,-41,33,-41
count_561157,6_travels,pers_483784,2025-06-25,-1,0,0,33,-41,33,-41
pers_477657,6_travels,count_616453,2025-06-25,1,0,5,33,-41,22,156
pers_477657,6_travels,count_616453,2025-06-25,1,0,5,33,-41,22,156
pers_477657,6_travels,count_616453,2025-06-25,1,0,5,33,-41,22,156
pers_477657,6_travels,count_616453,2025-06-25,1,0,5,33,-41,22,156
pers_477657,6_travels,count_616453,2025-06-25,1,0,5,33,-41,22,156
pers_524153,3_buy,prod_605235,2025-06-29,1,NA,NA,NA,NA,NA,NA
pers_561819,2_sell,prod_499177,2025-07-06,1,NA,NA,NA,NA,NA,NA
pers_524153,3_buy,prod_641131,2025-07-17,439,NA,NA,NA,NA,NA,NA
pers_477657,6_travels,count_499467,2025-07-18,5,4,2,1,-165,-22,91
pers_477657,6_travels,count_499467,2025-07-18,5,4,2,1,-165,-22,91
pers_477657,6_travels,count_499467,2025-07-18,5,4,2,1,-165,-22,91
pers_477657,6_travels,count_499467,2025-07-18,5,4,2,1,-165,-22,91
pers_477657,6_travels,count_499467,2025-07-18,5,4,2,1,-165,-22,91
pers_594308,1_phone,pers_549840,2025-07-18,1,2,5,-24.1761,93.8902,22.5232,151.855
pers_549840,0_emails,pers_477657,2025-07-19,1,NA,NA,NA,NA,NA,NA
pers_477657,1_phone,pers_619322,2025-07-24,1,4,3,-1.17279,-170.646,-24.2286,-111.129
pers_524153,3_buy,prod_654641,2025-07-24,964,NA,NA,NA,NA,NA,NA
pers_619322,2_sell,prod_549891,2025-08-07,33,NA,NA,NA,NA,NA,NA
pers_530990,1_phone,pers_561819,2025-08-12,1,3,1,-25.0313,-110.738,-27.4766,-14.6148
pers_530990,1_phone,pers_561819,2025-08-15,1,3,1,-25.0313,-110.738,-27.4766,-14.6148
pers_524153,3_buy,prod_620076,2025-08-19,877,NA,NA,NA,NA,NA,NA
pers_631903,0_emails,pers_524153,2025-08-20,1,NA,NA,NA,NA,NA,NA
pers_561819,2_sell,prod_499177,2025-08-20,1,NA,NA,NA,NA,NA,NA
pers_631903,0_emails,pers_530990,2025-08-23,1,NA,NA,NA,NA,NA,NA
pers_619322,3_buy,prod_492039,2025-08-24,1,NA,NA,NA,NA,NA,NA
pers_524153,3_buy,prod_652996,2025-08-25,76,NA,NA,NA,NA,NA,NA
pers_619322,0_emails,pers_631903,2025-08-25,1,NA,NA,NA,NA,NA,NA
pers_594308,0_emails,pers_631903,2025-08-29,1,NA,NA,NA,NA,NA,NA
pers_524153,3_buy,prod_558930,2025-08-30,393,NA,NA,NA,NA,NA,NA
pers_561819,3_buy,prod_469675,2025-09-02,99,NA,NA,NA,NA,NA,NA
pers_619322,6_travels,count_657173,2025-09-03,3,3,1,-25,-111,-29,-13
pers_619322,6_travels,count_657173,2025-09-03,3,3,1,-25,-111,-29,-13
pers_619322,6_travels,count_657173,2025-09-03,3,3,1,-25,-111,-29,-13
pers_619322,6_travels,count_657173,2025-09-03,3,3,1,-25,-111,-29,-13
pers_619322,6_travels,count_657173,2025-09-03,3,3,1,-25,-111,-29,-13
pers_483784,0_emails,pers_549840,2025-09-19,1,NA,NA,NA,NA,NA,NA
pers_524153,3_buy,prod_657035,2025-09-25,2116,NA,NA,NA,NA,NA,NA
pers_524153,3_buy,prod_590595,2025-09-28,309,NA,NA,NA,NA,NA,NA
pers_631903,2_sell,prod_493358,2025-09-29,74,NA,NA,NA,NA,NA,NA
pers_524153,3_buy,prod_529694,2025-09-29,390,NA,NA,NA,NA,NA,NA
pers_594308,6_travels,count_561157,2025-10-01,4,2,0,-22,91,33,-41
pers_594308,6_travels,count_561157,2025-10-01,4,2,0,-22,91,33,-41
pers_594308,6_travels,count_561157,2025-10-01,4,2,0,-22,91,33,-41
pers_594308,6_travels,count_561157,2025-10-01,4,2,0,-22,91,33,-41
pers_594308,6_travels,count_561157,2025-10-01,4,2,0,-22,91,33,-41
count_561157,6_travels,pers_483784,2025-10-07,-1,0,0,33,-41,33,-41
count_561157,6_travels,pers_483784,2025-10-07,-1,0,0,33,-41,33,-41
count_561157,6_travels,pers_483784,2025-10-07,-1,0,0,33,-41,33,-41
count_561157,6_travels,pers_483784,2025-10-07,-1,0,0,33,-41,33,-41
count_561157,6_travels,pers_483784,2025-10-07,-1,0,0,33,-41,33,-41
pers_594308,6_travels,count_509607,2025-10-14,1,2,4,-22,91,1,-165
pers_594308,6_travels,count_509607,2025-10-14,1,2,4,-22,91,1,-165
pers_594308,6_travels,count_509607,2025-10-14,1,2,4,-22,91,1,-165
pers_594308,6_travels,count_509607,2025-10-14,1,2,4,-22,91,1,-165
pers_594308,6_travels,count_509607,2025-10-14,1,2,4,-22,91,1,-165
pers_477657,6_travels,count_561157,2025-10-29,1,4,0,1,-165,33,-41
pers_477657,6_travels,count_561157,2025-10-29,1,4,0,1,-165,33,-41
pers_477657,6_travels,count_561157,2025-10-29,1,4,0,1,-165,33,-41
pers_477657,6_travels,count_561157,2025-10-29,1,4,0,1,-165,33,-41
pers_477657,6_travels,count_561157,2025-10-29,1,4,0,1,-165,33,-41
pers_619322,2_sell,prod_549891,2025-10-29,41,NA,NA,NA,NA,NA,NA
pers_594308,1_phone,pers_561819,2025-11-01,1,2,1,-24.1761,93.8902,-27.4766,-14.6148
pers_631903,0_emails,pers_477657,2025-11-04,1,NA,NA,NA,NA,NA,NA
pers_524153,3_buy,prod_528019,2025-11-10,147,NA,NA,NA,NA,NA,NA
pers_477657,0_emails,pers_573137,2025-11-13,1,NA,NA,NA,NA,NA,NA
pers_549840,0_emails,pers_524153,2025-11-21,1,NA,NA,NA,NA,NA,NA
pers_619322,0_emails,pers_530990,2025-11-25,1,NA,NA,NA,NA,NA,NA
pers_573137,6_travels,count_616453,2025-11-28,0,4,5,1,-165,22,156
pers_573137,6_travels,count_616453,2025-11-28,0,4,5,1,-165,22,156
pers_573137,6_travels,count_616453,2025-11-28,0,4,5,1,-165,22,156
pers_573137,6_travels,count_616453,2025-11-28,0,4,5,1,-165,22,156
pers_573137,6_travels,count_616453,2025-11-28,0,4,5,1,-165,22,156
count_509607,6_travels,pers_573137,2025-11-29,-1,3,4,-25,-111,1,-165
count_509607,6_travels,pers_573137,2025-11-29,-1,3,4,-25,-111,1,-165
count_509607,6_travels,pers_573137,2025-11-29,-1,3,4,-25,-111,1,-165
count_509607,6_travels,pers_573137,2025-11-29,-1,3,4,-25,-111,1,-165
count_509607,6_travels,pers_573137,2025-11-29,-1,3,4,-25,-111,1,-165
pers_619322,3_buy,prod_472749,2025-11-29,6,NA,NA,NA,NA,NA,NA
pers_524153,3_buy,prod_550251,2025-11-30,118,NA,NA,NA,NA,NA,NA
pers_561819,0_emails,pers_619322,2025-12-04,1,NA,NA,NA,NA,NA,NA
pers_524153,3_buy,prod_641131,2025-12-05,1,NA,NA,NA,NA,NA,NA
pers_619322,3_buy,prod_483999,2025-12-07,279,NA,NA,NA,NA,NA,NA
pers_619322,3_buy,prod_619245,2025-12-12,159,NA,NA,NA,NA,NA,NA
pers_524153,3_buy,prod_584229,2025-12-16,1,NA,NA,NA,NA,NA,NA
pers_561819,3_buy,prod_544444,2025-12-22,60,NA,NA,NA,NA,NA,NA
pers_530990,1_phone,pers_561819,2025-12-28,1,3,1,-25.0313,-110.738,-27.4766,-14.6148
pers_524153,3_buy,prod_555931,2025-12-30,685,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Natural gas,2026-01-01,5148.59,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Home maintenance,2026-01-01,12802.8,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Healthcare,2026-01-01,31733.8,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Personal insurance and pensions,2026-01-01,29938.6,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Alcohol,2026-01-01,983.85,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Water and other public services,2026-01-01,1728.16,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Groceries,2026-01-01,6120.39,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Electricity,2026-01-01,2657.09,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Lodging away from home,2026-01-01,10303.1,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Education,2026-01-01,18663.5,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Housekeeping supplies,2026-01-01,1956.93,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Restaurants,2026-01-01,5330.29,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Telephone services,2026-01-01,18354.9,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Donations,2026-01-01,8666.52,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Apparel and services,2026-01-01,36827.8,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Household operations,2026-01-01,8277.9,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Miscellaneous,2026-01-01,17303.8,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Reading,2026-01-01,1340.05,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Property taxes,2026-01-01,7333.98,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Personal care products and services,2026-01-01,2588.25,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Household furnishings,2026-01-01,572.69,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Gifts,2026-01-01,-1201.05,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Money income before taxes,2026-01-01,-441206,NA,NA,NA,NA,NA,NA
pers_483784,5_financial,Personal taxes,2026-01-01,-2356.79,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Home maintenance,2026-01-01,729.34,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Personal insurance and pensions,2026-01-01,1268.58,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Alcohol,2026-01-01,109.98,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Water and other public services,2026-01-01,61.95,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Groceries,2026-01-01,699.05,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Electricity,2026-01-01,303.21,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Lodging away from home,2026-01-01,541.51,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Education,2026-01-01,366.28,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Housekeeping supplies,2026-01-01,1011.27,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Restaurants,2026-01-01,922.76,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Donations,2026-01-01,982.87,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Apparel and services,2026-01-01,418.66,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Household operations,2026-01-01,421.73,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Miscellaneous,2026-01-01,661.68,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Property taxes,2026-01-01,1027.12,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Personal care products and services,2026-01-01,262.73,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Household furnishings,2026-01-01,2435.24,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Personal taxes,2026-01-01,460.37,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Transportation,2026-01-01,2497.95,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Mortgage payments,2026-01-01,417.69,NA,NA,NA,NA,NA,NA
pers_561819,5_financial,Money income before taxes,2026-01-01,-11074.4,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Tobacco,2026-01-01,130.95,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Home maintenance,2026-01-01,1109.22,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Personal insurance and pensions,2026-01-01,3451.82,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Alcohol,2026-01-01,267.97,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Water and other public services,2026-01-01,216.43,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Groceries,2026-01-01,2126.4,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Electricity,2026-01-01,29.42,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Lodging away from home,2026-01-01,2583.05,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Housekeeping supplies,2026-01-01,390.48,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Telephone services,2026-01-01,749.67,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Donations,2026-01-01,612.18,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Apparel and services,2026-01-01,797.33,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Miscellaneous,2026-01-01,2692.27,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Property taxes,2026-01-01,134.41,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Personal care products and services,2026-01-01,62.83,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Household furnishings,2026-01-01,590.84,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Personal taxes,2026-01-01,3139.99,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Transportation,2026-01-01,7510.12,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Gifts,2026-01-01,-325.81,NA,NA,NA,NA,NA,NA
pers_530990,5_financial,Money income before taxes,2026-01-01,-21534.1,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Tobacco,2026-01-01,444.76,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Home maintenance,2026-01-01,1982.88,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Personal insurance and pensions,2026-01-01,4452.55,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Alcohol,2026-01-01,62.8,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Water and other public services,2026-01-01,379.61,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Groceries,2026-01-01,1133.88,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Electricity,2026-01-01,655.16,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Education,2026-01-01,83.88,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Housekeeping supplies,2026-01-01,235.34,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Telephone services,2026-01-01,534.96,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Donations,2026-01-01,521.92,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Apparel and services,2026-01-01,1411.22,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Household operations,2026-01-01,1183.04,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Miscellaneous,2026-01-01,253.08,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Reading,2026-01-01,112.12,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Property taxes,2026-01-01,302.5,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Personal care products and services,2026-01-01,248.96,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Household furnishings,2026-01-01,1504.41,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Personal taxes,2026-01-01,5634.9,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Mortgage payments,2026-01-01,712.17,NA,NA,NA,NA,NA,NA
pers_619322,5_financial,Money income before taxes,2026-01-01,-25157.9,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Tobacco,2026-01-01,310.16,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Rented dwellings,2026-01-01,3654.46,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Alcohol,2026-01-01,236.72,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Water and other public services,2026-01-01,205.47,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Groceries,2026-01-01,1661.68,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Electricity,2026-01-01,794.81,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Entertainment,2026-01-01,268.99,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Lodging away from home,2026-01-01,1605.74,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Housekeeping supplies,2026-01-01,717.54,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Restaurants,2026-01-01,2819.24,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Telephone services,2026-01-01,529.93,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Donations,2026-01-01,355.59,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Miscellaneous,2026-01-01,2988.87,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Reading,2026-01-01,62.49,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Household furnishings,2026-01-01,822.66,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Personal taxes,2026-01-01,3515.59,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Transportation,2026-01-01,5123.35,NA,NA,NA,NA,NA,NA
pers_631903,5_financial,Money income before taxes,2026-01-01,-23118.1,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Tobacco,2026-01-01,229.28,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Home maintenance,2026-01-01,3631.34,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Alcohol,2026-01-01,1348.59,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Water and other public services,2026-01-01,1171.36,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Groceries,2026-01-01,7740.68,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Electricity,2026-01-01,143.57,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Lodging away from home,2026-01-01,4739.4,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Housekeeping supplies,2026-01-01,315.31,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Donations,2026-01-01,507.95,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Apparel and services,2026-01-01,3609.81,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Household operations,2026-01-01,930.86,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Miscellaneous,2026-01-01,6028.1,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Reading,2026-01-01,11.03,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Property taxes,2026-01-01,2189.28,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Household furnishings,2026-01-01,21.71,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Personal taxes,2026-01-01,1807.45,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Transportation,2026-01-01,17503.1,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Mortgage payments,2026-01-01,3196.25,NA,NA,NA,NA,NA,NA
pers_524153,5_financial,Gifts,2026-01-01,-4561.47,NA,NA,NA,NA,NA,NA
