Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
pers_516873,0_emails,pers_483005,2025-02-03,1,NA,NA,NA,NA,NA,NA
pers_492850,0_emails,pers_580798,2025-02-04,1,NA,NA,NA,NA,NA,NA
pers_636721,3_buy,prod_499177,2025-02-06,1,NA,NA,NA,NA,NA,NA
pers_536906,0_emails,pers_584457,2025-02-16,1,NA,NA,NA,NA,NA,NA
pers_569329,1_phone,pers_482012,2025-02-21,1,0,3,28.7426,-41.4508,-24.5756,-110.945
pers_536906,1_phone,pers_492850,2025-02-23,1,5,3,22.429,154.859,-24.9904,-111.346
pers_544636,0_emails,pers_544636,2025-03-01,1,NA,NA,NA,NA,NA,NA
pers_580798,0_emails,pers_482012,2025-03-04,1,NA,NA,NA,NA,NA,NA
pers_546593,0_emails,pers_580798,2025-03-09,1,NA,NA,NA,NA,NA,NA
pers_536906,0_emails,pers_541907,2025-03-11,1,NA,NA,NA,NA,NA,NA
pers_464579,0_emails,pers_611572,2025-03-20,1,NA,NA,NA,NA,NA,NA
pers_584457,0_emails,pers_601496,2025-03-20,1,NA,NA,NA,NA,NA,NA
pers_546593,1_phone,pers_588172,2025-03-21,1,0,4,32.2146,-42.6609,3.00486,-159.23
pers_584457,0_emails,pers_639642,2025-03-21,1,NA,NA,NA,NA,NA,NA
pers_579305,1_phone,pers_639642,2025-03-21,1,0,5,39.8886,-41.778,21.5434,154.279
count_561157,6_travels,pers_569329,2025-03-22,-1,0,0,33,-41,33,-41
count_561157,6_travels,pers_569329,2025-03-22,-1,0,0,33,-41,33,-41
count_561157,6_travels,pers_569329,2025-03-22,-1,0,0,33,-41,33,-41
count_561157,6_travels,pers_569329,2025-03-22,-1,0,0,33,-41,33,-41
count_561157,6_travels,pers_569329,2025-03-22,-1,0,0,33,-41,33,-41
pers_636721,0_emails,pers_546593,2025-03-27,1,NA,NA,NA,NA,NA,NA
pers_536906,1_phone,pers_516873,2025-03-27,1,5,2,22.429,154.859,-22.066,93.129
pers_536906,0_emails,pers_585606,2025-04-05,1,NA,NA,NA,NA,NA,NA
pers_579305,0_emails,pers_584457,2025-04-10,1,NA,NA,NA,NA,NA,NA
pers_580798,6_travels,count_509607,2025-04-11,1,2,4,-22,91,1,-165
pers_580798,6_travels,count_509607,2025-04-11,1,2,4,-22,91,1,-165
pers_580798,6_travels,count_509607,2025-04-11,1,2,4,-22,91,1,-165
pers_580798,6_travels,count_509607,2025-04-11,1,2,4,-22,91,1,-165
pers_580798,6_travels,count_509607,2025-04-11,1,2,4,-22,91,1,-165
pers_464579,1_phone,pers_580237,2025-04-13,1,0,1,33.7833,-45.4927,-32.7065,-10.3259
pers_482012,6_travels,count_561157,2025-04-15,3,5,0,22,156,33,-41
pers_482012,6_travels,count_561157,2025-04-15,3,5,0,22,156,33,-41
pers_482012,6_travels,count_561157,2025-04-15,3,5,0,22,156,33,-41
pers_482012,6_travels,count_561157,2025-04-15,3,5,0,22,156,33,-41
pers_482012,6_travels,count_561157,2025-04-15,3,5,0,22,156,33,-41
pers_566580,0_emails,pers_584457,2025-04-15,1,NA,NA,NA,NA,NA,NA
count_625756,6_travels,pers_492850,2025-04-21,-1,0,3,33,-41,-25,-111
count_625756,6_travels,pers_492850,2025-04-21,-1,0,3,33,-41,-25,-111
count_625756,6_travels,pers_492850,2025-04-21,-1,0,3,33,-41,-25,-111
count_625756,6_travels,pers_492850,2025-04-21,-1,0,3,33,-41,-25,-111
count_625756,6_travels,pers_492850,2025-04-21,-1,0,3,33,-41,-25,-111
pers_557269,0_emails,pers_639642,2025-04-22,1,NA,NA,NA,NA,NA,NA
pers_636721,3_buy,prod_482579,2025-04-23,24,NA,NA,NA,NA,NA,NA
pers_657526,1_phone,pers_536906,2025-04-23,1,1,5,-25.7329,-14.9697,22.429,154.859
pers_636721,2_sell,prod_655265,2025-04-28,2,NA,NA,NA,NA,NA,NA
pers_536906,1_phone,pers_579305,2025-04-28,1,5,0,22.429,154.859,39.8886,-41.778
pers_482012,6_travels,count_509607,2025-05-02,3,3,4,-25,-111,1,-165
pers_482012,6_travels,count_509607,2025-05-02,3,3,4,-25,-111,1,-165
pers_482012,6_travels,count_509607,2025-05-02,3,3,4,-25,-111,1,-165
pers_482012,6_travels,count_509607,2025-05-02,3,3,4,-25,-111,1,-165
pers_482012,6_travels,count_509607,2025-05-02,3,3,4,-25,-111,1,-165
pers_636721,2_sell,prod_655265,2025-05-06,1312,NA,NA,NA,NA,NA,NA
pers_536906,1_phone,pers_628320,2025-05-06,1,5,4,22.429,154.859,0.224078,-163.624
pers_536906,0_emails,pers_571369,2025-05-06,1,NA,NA,NA,NA,NA,NA
pers_544636,1_phone,pers_557269,2025-05-06,1,3,4,-23.8755,-111.541,2.40053,-161.288
pers_464579,1_phone,pers_579305,2025-05-07,1,0,0,33.7833,-45.4927,39.8886,-41.778
pers_557269,1_phone,pers_544636,2025-05-10,1,4,3,2.40053,-161.288,-23.8755,-111.541
count_625756,6_travels,pers_482012,2025-05-11,-1,2,3,-22,91,-25,-111
count_625756,6_travels,pers_482012,2025-05-11,-1,2,3,-22,91,-25,-111
count_625756,6_travels,pers_482012,2025-05-11,-1,2,3,-22,91,-25,-111
count_625756,6_travels,pers_482012,2025-05-11,-1,2,3,-22,91,-25,-111
count_625756,6_travels,pers_482012,2025-05-11,-1,2,3,-22,91,-25,-111
pers_636721,3_buy,prod_638734,2025-05-11,191,NA,NA,NA,NA,NA,NA
pers_464579,0_emails,pers_596726,2025-05-13,1,NA,NA,NA,NA,NA,NA
pers_464579,1_phone,pers_537816,2025-05-19,1,0,3,33.7833,-45.4927,-25.1781,-110.144
pers_544636,1_phone,pers_579305,2025-05-21,1,3,0,-23.8755,-111.541,39.8886,-41.778
pers_588172,1_phone,pers_569329,2025-05-22,1,4,0,3.00486,-159.23,28.7426,-41.4508
pers_636721,3_buy,prod_557626,2025-05-23,134,NA,NA,NA,NA,NA,NA
pers_536906,1_phone,pers_655963,2025-05-26,1,5,0,22.429,154.859,29.4162,-45.8675
pers_569329,6_travels,count_657173,2025-05-27,1,0,1,33,-41,-29,-13
pers_569329,6_travels,count_657173,2025-05-27,1,0,1,33,-41,-29,-13
pers_569329,6_travels,count_657173,2025-05-27,1,0,1,33,-41,-29,-13
pers_569329,6_travels,count_657173,2025-05-27,1,0,1,33,-41,-29,-13
pers_569329,6_travels,count_657173,2025-05-27,1,0,1,33,-41,-29,-13
pers_628320,1_phone,pers_584457,2025-05-27,1,4,3,0.224078,-163.624,-24.475,-111.147
pers_546593,0_emails,pers_657526,2025-05-28,1,NA,NA,NA,NA,NA,NA
pers_636721,0_emails,pers_464579,2025-05-31,1,NA,NA,NA,NA,NA,NA
pers_588172,1_phone,pers_482012,2025-06-04,1,4,3,3.00486,-159.23,-24.5756,-110.945
pers_639642,0_emails,pers_557269,2025-06-04,1,NA,NA,NA,NA,NA,NA
pers_464579,1_phone,pers_558089,2025-06-09,1,0,3,33.7833,-45.4927,-24.0376,-110.73
pers_639642,0_emails,pers_557269,2025-06-11,1,NA,NA,NA,NA,NA,NA
count_561157,6_travels,pers_569329,2025-06-14,-1,4,0,1,-165,33,-41
count_561157,6_travels,pers_569329,2025-06-14,-1,4,0,1,-165,33,-41
count_561157,6_travels,pers_569329,2025-06-14,-1,4,0,1,-165,33,-41
count_561157,6_travels,pers_569329,2025-06-14,-1,4,0,1,-165,33,-41
count_561157,6_travels,pers_569329,2025-06-14,-1,4,0,1,-165,33,-41
pers_464579,0_emails,pers_459726,2025-06-17,1,NA,NA,NA,NA,NA,NA
pers_585606,1_phone,pers_544636,2025-06-19,1,3,3,-25.2324,-110.18,-23.8755,-111.541
count_499467,6_travels,pers_580798,2025-06-21,-1,1,2,-29,-13,-22,91
count_499467,6_travels,pers_580798,2025-06-21,-1,1,2,-29,-13,-22,91
count_499467,6_travels,pers_580798,2025-06-21,-1,1,2,-29,-13,-22,91
count_499467,6_travels,pers_580798,2025-06-21,-1,1,2,-29,-13,-22,91
count_499467,6_travels,pers_580798,2025-06-21,-1,1,2,-29,-13,-22,91
pers_636721,1_phone,pers_580798,2025-06-25,1,1,2,-29.6764,-11.6307,-21.1545,88.0749
pers_464579,6_travels,count_625756,2025-06-26,5,0,3,33,-41,-25,-111
pers_464579,6_travels,count_625756,2025-06-26,5,0,3,33,-41,-25,-111
pers_464579,6_travels,count_625756,2025-06-26,5,0,3,33,-41,-25,-111
pers_464579,6_travels,count_625756,2025-06-26,5,0,3,33,-41,-25,-111
pers_464579,6_travels,count_625756,2025-06-26,5,0,3,33,-41,-25,-111
pers_464579,1_phone,pers_578749,2025-06-28,1,0,1,33.7833,-45.4927,-35.6034,-11.7988
pers_639642,0_emails,pers_557269,2025-06-29,1,NA,NA,NA,NA,NA,NA
count_561157,6_travels,pers_569329,2025-07-04,-1,3,0,-25,-111,33,-41
count_561157,6_travels,pers_569329,2025-07-04,-1,3,0,-25,-111,33,-41
count_561157,6_travels,pers_569329,2025-07-04,-1,3,0,-25,-111,33,-41
count_561157,6_travels,pers_569329,2025-07-04,-1,3,0,-25,-111,33,-41
count_561157,6_travels,pers_569329,2025-07-04,-1,3,0,-25,-111,33,-41
pers_636721,3_buy,prod_492039,2025-07-05,1,NA,NA,NA,NA,NA,NA
pers_536906,1_phone,pers_601496,2025-07-05,1,5,3,22.429,154.859,-24.9297,-111.014
pers_536906,0_emails,pers_483005,2025-07-07,1,NA,NA,NA,NA,NA,NA
pers_579305,1_phone,pers_601496,2025-07-10,1,0,3,39.8886,-41.778,-24.9297,-111.014
pers_557269,1_phone,pers_655963,2025-07-14,1,4,0,2.40053,-161.288,29.4162,-45.8675
pers_557269,0_emails,pers_601496,2025-07-15,1,NA,NA,NA,NA,NA,NA
pers_655963,0_emails,pers_579305,2025-07-19,1,NA,NA,NA,NA,NA,NA
pers_636721,0_emails,pers_492850,2025-07-26,1,NA,NA,NA,NA,NA,NA
pers_464579,1_phone,pers_571670,2025-07-27,1,0,4,33.7833,-45.4927,5.33031,-168.957
pers_655963,1_phone,pers_579305,2025-07-29,1,0,0,29.4162,-45.8675,39.8886,-41.778
pers_482012,6_travels,count_616453,2025-07-31,2,3,5,-25,-111,22,156
pers_482012,6_travels,count_616453,2025-07-31,2,3,5,-25,-111,22,156
pers_482012,6_travels,count_616453,2025-07-31,2,3,5,-25,-111,22,156
pers_482012,6_travels,count_616453,2025-07-31,2,3,5,-25,-111,22,156
pers_482012,6_travels,count_616453,2025-07-31,2,3,5,-25,-111,22,156
pers_579305,0_emails,pers_584457,2025-08-02,1,NA,NA,NA,NA,NA,NA
pers_584457,1_phone,pers_579305,2025-08-02,1,3,0,-24.475,-111.147,39.8886,-41.778
pers_569329,6_travels,count_509607,2025-08-03,4,0,4,33,-41,1,-165
pers_569329,6_travels,count_509607,2025-08-03,4,0,4,33,-41,1,-165
pers_569329,6_travels,count_509607,2025-08-03,4,0,4,33,-41,1,-165
pers_569329,6_travels,count_509607,2025-08-03,4,0,4,33,-41,1,-165
pers_569329,6_travels,count_509607,2025-08-03,4,0,4,33,-41,1,-165
pers_655963,1_phone,pers_601496,2025-08-03,1,0,3,29.4162,-45.8675,-24.9297,-111.014
pers_536906,1_phone,pers_639642,2025-08-06,1,5,5,22.429,154.859,21.5434,154.279
pers_492850,0_emails,pers_464579,2025-08-11,1,NA,NA,NA,NA,NA,NA
pers_579305,1_phone,pers_639642,2025-08-12,1,0,5,39.8886,-41.778,21.5434,154.279
pers_541907,0_emails,pers_628320,2025-08-18,1,NA,NA,NA,NA,NA,NA
pers_636721,3_buy,prod_588802,2025-08-23,62,NA,NA,NA,NA,NA,NA
pers_464579,0_emails,pers_588172,2025-08-26,1,NA,NA,NA,NA,NA,NA
pers_585606,0_emails,pers_516873,2025-08-29,1,NA,NA,NA,NA,NA,NA
pers_655963,1_phone,pers_655963,2025-08-31,1,0,0,29.4162,-45.8675,29.4162,-45.8675
pers_492850,1_phone,pers_569329,2025-09-05,1,3,0,-24.9904,-111.346,28.7426,-41.4508
pers_464579,1_phone,pers_500336,2025-09-06,1,0,5,33.7833,-45.4927,20.7839,156.256
pers_580798,0_emails,pers_588172,2025-09-14,1,NA,NA,NA,NA,NA,NA
pers_536906,1_phone,pers_566580,2025-09-15,1,5,3,22.429,154.859,-24.0661,-111.936
pers_569329,0_emails,pers_588172,2025-09-15,1,NA,NA,NA,NA,NA,NA
pers_569329,0_emails,pers_636721,2025-09-16,1,NA,NA,NA,NA,NA,NA
pers_482012,1_phone,pers_492850,2025-09-18,1,3,3,-24.5756,-110.945,-24.9904,-111.346
pers_544636,1_phone,pers_579305,2025-09-23,1,3,0,-23.8755,-111.541,39.8886,-41.778
pers_636721,3_buy,prod_605235,2025-09-26,1,NA,NA,NA,NA,NA,NA
pers_464579,0_emails,pers_623468,2025-10-06,1,NA,NA,NA,NA,NA,NA
pers_588172,0_emails,pers_636721,2025-10-07,1,NA,NA,NA,NA,NA,NA
pers_536906,1_phone,pers_477374,2025-10-07,1,5,5,22.429,154.859,20.1005,154.004
pers_579305,0_emails,pers_639642,2025-10-08,1,NA,NA,NA,NA,NA,NA
pers_483005,1_phone,pers_579305,2025-10-08,1,5,0,19.1386,155.099,39.8886,-41.778
pers_483005,1_phone,pers_579305,2025-10-08,1,5,0,19.1386,155.099,39.8886,-41.778
pers_588172,1_phone,pers_464579,2025-10-16,1,4,0,3.00486,-159.23,33.7833,-45.4927
pers_636721,1_phone,pers_536906,2025-10-20,1,1,5,-29.6764,-11.6307,22.429,154.859
pers_639642,0_emails,pers_639642,2025-10-26,1,NA,NA,NA,NA,NA,NA
pers_492850,1_phone,pers_588172,2025-10-28,1,3,4,-24.9904,-111.346,3.00486,-159.23
pers_492850,1_phone,pers_588172,2025-10-28,1,3,4,-24.9904,-111.346,3.00486,-159.23
pers_464579,1_phone,pers_611238,2025-11-01,1,0,1,33.7833,-45.4927,-27.0582,-10.3526
pers_636721,3_buy,prod_590595,2025-11-03,277,NA,NA,NA,NA,NA,NA
pers_464579,0_emails,pers_536906,2025-11-06,1,NA,NA,NA,NA,NA,NA
pers_557269,1_phone,pers_639642,2025-11-08,1,4,5,2.40053,-161.288,21.5434,154.279
pers_536906,1_phone,pers_544636,2025-11-09,1,5,3,22.429,154.859,-23.8755,-111.541
pers_492850,6_travels,count_616453,2025-11-11,4,3,5,-25,-111,22,156
pers_492850,6_travels,count_616453,2025-11-11,4,3,5,-25,-111,22,156
pers_492850,6_travels,count_616453,2025-11-11,4,3,5,-25,-111,22,156
pers_492850,6_travels,count_616453,2025-11-11,4,3,5,-25,-111,22,156
pers_492850,6_travels,count_616453,2025-11-11,4,3,5,-25,-111,22,156
pers_569329,6_travels,count_499467,2025-11-11,5,0,2,33,-41,-22,91
pers_569329,6_travels,count_499467,2025-11-11,5,0,2,33,-41,-22,91
pers_569329,6_travels,count_499467,2025-11-11,5,0,2,33,-41,-22,91
pers_569329,6_travels,count_499467,2025-11-11,5,0,2,33,-41,-22,91
pers_569329,6_travels,count_499467,2025-11-11,5,0,2,33,-41,-22,91
pers_464579,1_phone,pers_521673,2025-11-12,1,0,0,33.7833,-45.4927,39.4571,-48.424
pers_492850,6_travels,count_616453,2025-11-13,6,3,5,-25,-111,22,156
pers_492850,6_travels,count_616453,2025-11-13,6,3,5,-25,-111,22,156
pers_492850,6_travels,count_616453,2025-11-13,6,3,5,-25,-111,22,156
pers_492850,6_travels,count_616453,2025-11-13,6,3,5,-25,-111,22,156
pers_492850,6_travels,count_616453,2025-11-13,6,3,5,-25,-111,22,156
pers_464579,1_phone,pers_516393,2025-11-15,1,0,3,33.7833,-45.4927,-24.3748,-111.257
pers_569329,6_travels,count_616453,2025-11-25,1,0,5,33,-41,22,156
pers_569329,6_travels,count_616453,2025-11-25,1,0,5,33,-41,22,156
pers_569329,6_travels,count_616453,2025-11-25,1,0,5,33,-41,22,156
pers_569329,6_travels,count_616453,2025-11-25,1,0,5,33,-41,22,156
pers_569329,6_travels,count_616453,2025-11-25,1,0,5,33,-41,22,156
pers_580798,6_travels,count_657173,2025-11-25,4,2,1,-22,91,-29,-13
pers_580798,6_travels,count_657173,2025-11-25,4,2,1,-22,91,-29,-13
pers_580798,6_travels,count_657173,2025-11-25,4,2,1,-22,91,-29,-13
pers_580798,6_travels,count_657173,2025-11-25,4,2,1,-22,91,-29,-13
pers_580798,6_travels,count_657173,2025-11-25,4,2,1,-22,91,-29,-13
pers_569329,6_travels,count_625756,2025-11-30,4,1,3,-29,-13,-25,-111
pers_569329,6_travels,count_625756,2025-11-30,4,1,3,-29,-13,-25,-111
pers_569329,6_travels,count_625756,2025-11-30,4,1,3,-29,-13,-25,-111
pers_569329,6_travels,count_625756,2025-11-30,4,1,3,-29,-13,-25,-111
pers_569329,6_travels,count_625756,2025-11-30,4,1,3,-29,-13,-25,-111
count_625756,6_travels,pers_492850,2025-12-02,-1,4,3,1,-165,-25,-111
count_625756,6_travels,pers_492850,2025-12-02,-1,4,3,1,-165,-25,-111
count_625756,6_travels,pers_492850,2025-12-02,-1,4,3,1,-165,-25,-111
count_625756,6_travels,pers_492850,2025-12-02,-1,4,3,1,-165,-25,-111
count_625756,6_travels,pers_492850,2025-12-02,-1,4,3,1,-165,-25,-111
pers_536906,1_phone,pers_557269,2025-12-05,1,5,4,22.429,154.859,2.40053,-161.288
pers_584457,1_phone,pers_585606,2025-12-06,1,3,3,-24.475,-111.147,-25.2324,-110.18
count_561157,6_travels,pers_464579,2025-12-13,-1,1,0,-29,-13,33,-41
count_561157,6_travels,pers_464579,2025-12-13,-1,1,0,-29,-13,33,-41
count_561157,6_travels,pers_464579,2025-12-13,-1,1,0,-29,-13,33,-41
count_561157,6_travels,pers_464579,2025-12-13,-1,1,0,-29,-13,33,-41
count_561157,6_travels,pers_464579,2025-12-13,-1,1,0,-29,-13,33,-41
pers_492850,1_phone,pers_580798,2025-12-13,1,3,2,-24.9904,-111.346,-21.1545,88.0749
pers_639642,1_phone,pers_557269,2025-12-15,1,5,4,21.5434,154.279,2.40053,-161.288
pers_639642,0_emails,pers_655963,2025-12-16,1,NA,NA,NA,NA,NA,NA
pers_464579,1_phone,pers_645371,2025-12-17,1,0,4,33.7833,-45.4927,-3.35086,-162.18
pers_655963,1_phone,pers_579305,2025-12-22,1,0,0,29.4162,-45.8675,39.8886,-41.778
pers_636721,2_sell,prod_655265,2025-12-27,118,NA,NA,NA,NA,NA,NA
pers_579305,1_phone,pers_655963,2025-12-27,1,0,0,39.8886,-41.778,29.4162,-45.8675
pers_464579,5_financial,Home maintenance,2026-01-01,5352.39,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Personal insurance and pensions,2026-01-01,1900.95,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Alcohol,2026-01-01,1574.64,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Water and other public services,2026-01-01,1363.77,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Groceries,2026-01-01,9000.7,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Electricity,2026-01-01,1294.57,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Education,2026-01-01,1895.87,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Housekeeping supplies,2026-01-01,741.67,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Restaurants,2026-01-01,5666.86,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Donations,2026-01-01,1840.03,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Household operations,2026-01-01,1267.62,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Miscellaneous,2026-01-01,7921.31,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Reading,2026-01-01,119.85,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Property taxes,2026-01-01,4204.22,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Personal care products and services,2026-01-01,950.28,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Household furnishings,2026-01-01,1737.76,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Personal taxes,2026-01-01,6540.04,NA,NA,NA,NA,NA,NA
pers_464579,5_financial,Transportation,2026-01-01,5627.55,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Rented dwellings,2026-01-01,5124.17,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Alcohol,2026-01-01,283.45,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Water and other public services,2026-01-01,369.53,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Groceries,2026-01-01,1267.93,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Electricity,2026-01-01,696.89,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Education,2026-01-01,988.82,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Housekeeping supplies,2026-01-01,114.8,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Telephone services,2026-01-01,512.19,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Donations,2026-01-01,133.42,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Apparel and services,2026-01-01,772.3,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Household operations,2026-01-01,447.06,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Miscellaneous,2026-01-01,2688.4,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Reading,2026-01-01,41.22,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Personal care products and services,2026-01-01,100.2,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Household furnishings,2026-01-01,3734.96,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Personal taxes,2026-01-01,2516.93,NA,NA,NA,NA,NA,NA
pers_482012,5_financial,Transportation,2026-01-01,6672.05,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Home maintenance,2026-01-01,1243.11,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Healthcare,2026-01-01,500.25,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Personal insurance and pensions,2026-01-01,1663.24,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Alcohol,2026-01-01,49.18,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Water and other public services,2026-01-01,380.93,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Groceries,2026-01-01,1598.86,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Electricity,2026-01-01,355.75,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Lodging away from home,2026-01-01,2215.63,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Housekeeping supplies,2026-01-01,392.32,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Restaurants,2026-01-01,344.5,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Telephone services,2026-01-01,512.35,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Donations,2026-01-01,15.21,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Miscellaneous,2026-01-01,1845.5,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Reading,2026-01-01,136.34,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Property taxes,2026-01-01,734.04,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Household furnishings,2026-01-01,311.58,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Personal taxes,2026-01-01,1039.37,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Transportation,2026-01-01,10152.6,NA,NA,NA,NA,NA,NA
pers_569329,5_financial,Gifts,2026-01-01,-498.36,NA,NA,NA,NA,NA,NA
pers_588172,5_financial,Gifts,2026-01-01,-450.54,NA,NA,NA,NA,NA,NA
pers_492850,5_financial,Gifts,2026-01-01,-630.62,NA,NA,NA,NA,NA,NA
pers_636721,5_financial,Gifts,2026-01-01,-32.96,NA,NA,NA,NA,NA,NA
pers_580798,5_financial,Gifts,2026-01-01,-792.79,NA,NA,NA,NA,NA,NA
pers_546593,5_financial,Gifts,2026-01-01,-1878.82,NA,NA,NA,NA,NA,NA
pers_536906,5_financial,Gifts,2026-01-01,-115.42,NA,NA,NA,NA,NA,NA
pers_536906,5_financial,Rented dwellings,2026-01-01,1844.96,NA,NA,NA,NA,NA,NA
pers_536906,5_financial,Personal insurance and pensions,2026-01-01,1525.27,NA,NA,NA,NA,NA,NA
pers_536906,5_financial,Alcohol,2026-01-01,173.56,NA,NA,NA,NA,NA,NA
pers_536906,5_financial,Water and other public services,2026-01-01,165.42,NA,NA,NA,NA,NA,NA
pers_536906,5_financial,Groceries,2026-01-01,309.24,NA,NA,NA,NA,NA,NA
pers_536906,5_financial,Electricity,2026-01-01,392.75,NA,NA,NA,NA,NA,NA
pers_536906,5_financial,Entertainment,2026-01-01,351.2,NA,NA,NA,NA,NA,NA
pers_536906,5_financial,Lodging away from home,2026-01-01,852.11,NA,NA,NA,NA,NA,NA
pers_536906,5_financial,Education,2026-01-01,3283.68,NA,NA,NA,NA,NA,NA
pers_536906,5_financial,Housekeeping supplies,2026-01-01,278.73,NA,NA,NA,NA,NA,NA
pers_536906,5_financial,Apparel and services,2026-01-01,166.04,NA,NA,NA,NA,NA,NA
pers_536906,5_financial,Household operations,2026-01-01,724.28,NA,NA,NA,NA,NA,NA
pers_536906,5_financial,Personal care products and services,2026-01-01,334.44,NA,NA,NA,NA,NA,NA
pers_536906,5_financial,Household furnishings,2026-01-01,158.92,NA,NA,NA,NA,NA,NA
