Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
pers_34,1_phone,pers_27,2025-01-04,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_37,2025-01-04,1,5,5,NA,NA,NA,NA
pers_34,1_phone,pers_37,2025-01-04,1,5,5,NA,NA,NA,NA
pers_34,1_phone,pers_41,2025-01-05,1,5,5,NA,NA,NA,NA
pers_37,1_phone,pers_34,2025-01-05,1,5,5,NA,NA,NA,NA
pers_34,1_phone,pers_37,2025-01-05,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_27,2025-01-05,1,5,5,NA,NA,NA,NA
pers_40,0_emails,pers_0,2025-01-05,1,NA,NA,NA,NA,NA,NA
pers_41,1_phone,pers_34,2025-01-05,1,5,5,NA,NA,NA,NA
pers_37,0_emails,pers_34,2025-01-05,1,NA,NA,NA,NA,NA,NA
pers_37,0_emails,pers_34,2025-01-05,1,NA,NA,NA,NA,NA,NA
pers_37,0_emails,pers_41,2025-01-05,1,NA,NA,NA,NA,NA,NA
pers_37,0_emails,pers_27,2025-01-05,1,NA,NA,NA,NA,NA,NA
pers_34,0_emails,pers_37,2025-01-05,1,NA,NA,NA,NA,NA,NA
pers_37,1_phone,pers_27,2025-01-05,1,5,5,NA,NA,NA,NA
pers_34,1_phone,pers_37,2025-01-06,1,5,5,NA,NA,NA,NA
pers_34,1_phone,pers_37,2025-01-06,1,5,5,NA,NA,NA,NA
pers_37,0_emails,pers_41,2025-01-06,1,NA,NA,NA,NA,NA,NA
pers_41,0_emails,pers_39,2025-01-06,1,NA,NA,NA,NA,NA,NA
pers_34,0_emails,pers_27,2025-01-07,1,NA,NA,NA,NA,NA,NA
pers_34,1_phone,pers_27,2025-01-07,1,5,5,NA,NA,NA,NA
pers_41,0_emails,pers_37,2025-01-07,1,NA,NA,NA,NA,NA,NA
pers_37,0_emails,pers_41,2025-01-07,1,NA,NA,NA,NA,NA,NA
pers_34,1_phone,pers_27,2025-01-07,1,5,5,NA,NA,NA,NA
pers_37,0_emails,pers_34,2025-01-07,1,NA,NA,NA,NA,NA,NA
pers_65,1_phone,pers_39,2025-01-07,1,5,5,NA,NA,NA,NA
pers_27,1_phone,pers_41,2025-01-07,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_34,2025-01-07,1,5,5,NA,NA,NA,NA
pers_41,0_emails,pers_34,2025-01-07,1,NA,NA,NA,NA,NA,NA
pers_27,1_phone,pers_34,2025-01-07,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_34,2025-01-08,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_34,2025-01-08,1,5,5,NA,NA,NA,NA
pers_41,0_emails,pers_34,2025-01-08,1,NA,NA,NA,NA,NA,NA
pers_37,0_emails,pers_27,2025-01-08,1,NA,NA,NA,NA,NA,NA
pers_41,0_emails,pers_34,2025-01-08,1,NA,NA,NA,NA,NA,NA
pers_34,1_phone,pers_27,2025-01-08,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_37,2025-01-08,1,5,5,NA,NA,NA,NA
pers_37,0_emails,pers_34,2025-01-08,1,NA,NA,NA,NA,NA,NA
pers_27,1_phone,pers_37,2025-01-08,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_0,2025-01-09,1,5,5,NA,NA,NA,NA
pers_65,1_phone,pers_41,2025-01-18,1,5,5,NA,NA,NA,NA
pers_65,0_emails,pers_41,2025-01-22,1,NA,NA,NA,NA,NA,NA
pers_65,0_emails,pers_39,2025-01-24,1,NA,NA,NA,NA,NA,NA
pers_65,0_emails,pers_41,2025-01-26,1,NA,NA,NA,NA,NA,NA
pers_40,0_emails,pers_39,2025-01-27,1,NA,NA,NA,NA,NA,NA
pers_40,1_phone,pers_39,2025-01-27,1,5,5,NA,NA,NA,NA
pers_65,0_emails,pers_41,2025-01-30,1,NA,NA,NA,NA,NA,NA
pers_40,0_emails,pers_41,2025-01-31,1,NA,NA,NA,NA,NA,NA
pers_40,0_emails,pers_0,2025-02-01,1,NA,NA,NA,NA,NA,NA
pers_41,0_emails,pers_39,2025-02-02,1,NA,NA,NA,NA,NA,NA
pers_41,0_emails,pers_39,2025-02-03,1,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_39,2025-02-03,1,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-02-04,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_66,2025-02-04,1,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_47,2025-02-05,1,NA,NA,NA,NA,NA,NA
pers_41,1_phone,pers_0,2025-02-05,1,5,5,NA,NA,NA,NA
pers_41,0_emails,pers_65,2025-02-07,1,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_39,2025-02-07,1,NA,NA,NA,NA,NA,NA
pers_40,0_emails,pers_39,2025-02-07,1,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_47,2025-02-08,1,NA,NA,NA,NA,NA,NA
pers_65,1_phone,pers_0,2025-02-08,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_40,2025-02-08,1,5,5,NA,NA,NA,NA
pers_40,1_phone,pers_65,2025-02-09,1,5,5,NA,NA,NA,NA
pers_65,1_phone,pers_0,2025-02-10,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_65,2025-02-10,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_39,2025-02-11,1,5,5,NA,NA,NA,NA
pers_41,0_emails,pers_0,2025-02-12,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_47,2025-02-13,1,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_47,2025-02-15,1,NA,NA,NA,NA,NA,NA
pers_40,0_emails,pers_39,2025-02-17,1,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_39,2025-02-17,1,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-02-17,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_66,2025-02-17,1,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-02-17,1,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_39,2025-02-17,1,NA,NA,NA,NA,NA,NA
pers_41,1_phone,pers_0,2025-02-17,1,5,5,NA,NA,NA,NA
pers_40,1_phone,pers_0,2025-02-18,1,5,5,NA,NA,NA,NA
pers_67,0_emails,pers_39,2025-02-18,1,NA,NA,NA,NA,NA,NA
pers_40,1_phone,pers_41,2025-02-19,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_40,2025-02-19,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_39,2025-02-19,1,5,5,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-02-20,1,NA,NA,NA,NA,NA,NA
pers_40,1_phone,pers_65,2025-02-22,1,5,5,NA,NA,NA,NA
pers_65,1_phone,pers_40,2025-02-22,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_65,2025-02-22,1,5,5,NA,NA,NA,NA
pers_39,0_emails,pers_47,2025-02-23,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_66,2025-02-23,1,NA,NA,NA,NA,NA,NA
pers_41,1_phone,pers_65,2025-02-25,1,5,5,NA,NA,NA,NA
pers_40,0_emails,pers_39,2025-02-26,1,NA,NA,NA,NA,NA,NA
pers_40,1_phone,pers_65,2025-02-27,1,5,5,NA,NA,NA,NA
pers_41,0_emails,pers_39,2025-02-27,1,NA,NA,NA,NA,NA,NA
pers_65,1_phone,pers_0,2025-02-27,1,5,5,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-02-28,1,NA,NA,NA,NA,NA,NA
pers_65,0_emails,pers_0,2025-02-28,1,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-03-02,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_66,2025-03-03,1,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_39,2025-03-04,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_66,2025-03-05,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_47,2025-03-06,1,NA,NA,NA,NA,NA,NA
pers_41,1_phone,pers_65,2025-03-07,1,5,5,NA,NA,NA,NA
pers_41,0_emails,pers_39,2025-03-07,1,NA,NA,NA,NA,NA,NA
pers_41,0_emails,pers_39,2025-03-08,1,NA,NA,NA,NA,NA,NA
pers_65,1_phone,pers_40,2025-03-08,1,5,5,NA,NA,NA,NA
pers_40,0_emails,pers_0,2025-03-08,1,NA,NA,NA,NA,NA,NA
pers_65,1_phone,pers_41,2025-03-09,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_39,2025-03-11,1,5,5,NA,NA,NA,NA
pers_39,0_emails,pers_40,2025-03-12,1,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_39,2025-03-12,1,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_39,2025-03-12,1,NA,NA,NA,NA,NA,NA
pers_40,1_phone,pers_41,2025-03-12,1,5,5,NA,NA,NA,NA
pers_41,0_emails,pers_65,2025-03-13,1,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-03-15,1,NA,NA,NA,NA,NA,NA
pers_65,1_phone,pers_40,2025-03-17,1,5,5,NA,NA,NA,NA
pers_40,1_phone,pers_0,2025-03-20,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_65,2025-03-21,1,5,5,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-03-25,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_67,2025-03-26,1,NA,NA,NA,NA,NA,NA
pers_41,0_emails,pers_40,2025-03-27,1,NA,NA,NA,NA,NA,NA
pers_65,1_phone,pers_0,2025-03-27,1,5,5,NA,NA,NA,NA
pers_40,1_phone,pers_39,2025-03-29,1,5,5,NA,NA,NA,NA
pers_39,0_emails,pers_47,2025-04-01,1,NA,NA,NA,NA,NA,NA
pers_40,0_emails,pers_65,2025-04-01,1,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-04-01,1,NA,NA,NA,NA,NA,NA
pers_41,0_emails,pers_65,2025-04-03,1,NA,NA,NA,NA,NA,NA
pers_40,0_emails,pers_65,2025-04-04,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_67,2025-04-04,1,NA,NA,NA,NA,NA,NA
pers_40,1_phone,pers_0,2025-04-05,1,5,5,NA,NA,NA,NA
pers_47,0_emails,pers_67,2025-04-05,1,NA,NA,NA,NA,NA,NA
pers_41,0_emails,pers_0,2025-04-05,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_67,2025-04-07,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_47,2025-04-07,1,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_39,2025-04-07,1,NA,NA,NA,NA,NA,NA
pers_41,0_emails,pers_65,2025-04-07,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_47,2025-04-07,1,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_39,2025-04-08,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_67,2025-04-09,1,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_39,2025-04-09,1,NA,NA,NA,NA,NA,NA
pers_41,0_emails,pers_65,2025-04-09,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_67,2025-04-12,1,NA,NA,NA,NA,NA,NA
pers_40,1_phone,pers_39,2025-04-14,1,5,5,NA,NA,NA,NA
pers_65,1_phone,pers_40,2025-04-14,1,5,5,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-04-14,1,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_67,2025-04-15,1,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-04-15,1,NA,NA,NA,NA,NA,NA
pers_41,0_emails,pers_0,2025-04-15,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_47,2025-04-16,1,NA,NA,NA,NA,NA,NA
pers_40,0_emails,pers_41,2025-04-16,1,NA,NA,NA,NA,NA,NA
pers_65,1_phone,pers_39,2025-04-18,1,5,5,NA,NA,NA,NA
pers_39,0_emails,pers_47,2025-04-19,1,NA,NA,NA,NA,NA,NA
pers_40,0_emails,pers_0,2025-04-19,1,NA,NA,NA,NA,NA,NA
pers_67,2_sell,prod_657187,2025-04-21,300,NA,NA,NA,NA,NA,NA
pers_39,3_buy,prod_657187,2025-04-21,300,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-04-23,1,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_67,2025-04-23,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_47,2025-04-23,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_67,2025-04-28,1,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-04-29,1,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_39,2025-04-30,1,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_67,2025-04-30,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_67,2025-05-06,1,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_67,2025-05-09,1,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-05-10,1,NA,NA,NA,NA,NA,NA
pers_67,2_sell,prod_657187,2025-05-15,100,NA,NA,NA,NA,NA,NA
pers_39,3_buy,prod_657187,2025-05-15,100,NA,NA,NA,NA,NA,NA
pers_78,6_travels,count_81,2025-05-17,2,3,1,NA,NA,NA,NA
pers_67,2_sell,prod_657187,2025-05-17,100,NA,NA,NA,NA,NA,NA
pers_39,3_buy,prod_657187,2025-05-17,100,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_39,2025-05-17,1,NA,NA,NA,NA,NA,NA
pers_39,0_emails,pers_67,2025-05-18,1,NA,NA,NA,NA,NA,NA
pers_80,6_travels,count_70,2025-05-23,1,4,3,NA,NA,NA,NA
pers_80,6_travels,count_81,2025-05-23,3,3,1,NA,NA,NA,NA
pers_27,1_phone,pers_34,2025-05-23,1,5,5,NA,NA,NA,NA
pers_43,1_phone,pers_37,2025-05-23,1,3,5,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-05-23,1,NA,NA,NA,NA,NA,NA
pers_67,0_emails,pers_39,2025-05-23,1,NA,NA,NA,NA,NA,NA
pers_34,1_phone,pers_37,2025-05-23,1,5,5,NA,NA,NA,NA
pers_27,1_phone,pers_41,2025-05-23,1,5,5,NA,NA,NA,NA
pers_27,1_phone,pers_56,2025-05-24,1,5,0,NA,NA,NA,NA
pers_27,1_phone,pers_56,2025-05-24,1,5,0,NA,NA,NA,NA
pers_41,1_phone,pers_34,2025-05-24,1,5,5,NA,NA,NA,NA
pers_41,1_phone,pers_43,2025-05-24,1,5,3,NA,NA,NA,NA
pers_57,0_emails,pers_27,2025-05-24,1,NA,NA,NA,NA,NA,NA
pers_43,1_phone,pers_27,2025-05-24,1,3,5,NA,NA,NA,NA
pers_58,0_emails,pers_37,2025-05-24,1,NA,NA,NA,NA,NA,NA
pers_63,1_phone,pers_27,2025-05-24,1,4,5,NA,NA,NA,NA
pers_41,1_phone,pers_57,2025-05-25,1,5,0,NA,NA,NA,NA
pers_27,1_phone,pers_34,2025-05-25,1,5,5,NA,NA,NA,NA
pers_77,6_travels,count_70,2025-05-25,1,4,3,NA,NA,NA,NA
pers_56,1_phone,pers_43,2025-05-25,1,0,3,NA,NA,NA,NA
pers_63,0_emails,pers_34,2025-05-25,1,NA,NA,NA,NA,NA,NA
pers_37,0_emails,pers_56,2025-05-25,1,NA,NA,NA,NA,NA,NA
pers_58,0_emails,pers_43,2025-05-25,1,NA,NA,NA,NA,NA,NA
pers_56,0_emails,pers_47,2025-05-25,1,NA,NA,NA,NA,NA,NA
pers_63,1_phone,pers_37,2025-05-25,1,4,5,NA,NA,NA,NA
pers_37,0_emails,pers_58,2025-05-25,1,NA,NA,NA,NA,NA,NA
pers_56,1_phone,pers_37,2025-05-25,1,0,5,NA,NA,NA,NA
pers_56,1_phone,pers_63,2025-05-25,1,0,4,NA,NA,NA,NA
pers_34,1_phone,pers_43,2025-05-26,1,5,3,NA,NA,NA,NA
pers_58,1_phone,pers_56,2025-05-26,1,4,0,NA,NA,NA,NA
pers_57,0_emails,pers_43,2025-05-26,1,NA,NA,NA,NA,NA,NA
pers_41,1_phone,pers_34,2025-05-26,1,5,5,NA,NA,NA,NA
pers_47,1_phone,pers_27,2025-05-27,1,3,5,NA,NA,NA,NA
pers_79,6_travels,count_81,2025-05-27,1,3,1,NA,NA,NA,NA
pers_56,1_phone,pers_34,2025-05-27,1,0,5,NA,NA,NA,NA
pers_37,0_emails,pers_45,2025-05-27,1,NA,NA,NA,NA,NA,NA
pers_56,1_phone,pers_63,2025-05-27,1,0,4,NA,NA,NA,NA
pers_56,1_phone,pers_47,2025-05-28,1,0,3,NA,NA,NA,NA
pers_41,0_emails,pers_63,2025-05-28,1,NA,NA,NA,NA,NA,NA
pers_56,1_phone,pers_34,2025-05-28,1,0,5,NA,NA,NA,NA
pers_27,1_phone,pers_47,2025-05-28,1,5,3,NA,NA,NA,NA
pers_41,1_phone,pers_47,2025-05-29,1,5,3,NA,NA,NA,NA
pers_41,1_phone,pers_57,2025-05-29,1,5,0,NA,NA,NA,NA
pers_27,1_phone,pers_47,2025-05-29,1,5,3,NA,NA,NA,NA
pers_41,0_emails,pers_45,2025-05-29,1,NA,NA,NA,NA,NA,NA
pers_41,1_phone,pers_56,2025-05-29,1,5,0,NA,NA,NA,NA
pers_41,0_emails,pers_43,2025-05-29,1,NA,NA,NA,NA,NA,NA
pers_37,0_emails,pers_43,2025-05-29,1,NA,NA,NA,NA,NA,NA
pers_37,0_emails,pers_27,2025-05-29,1,NA,NA,NA,NA,NA,NA
pers_56,0_emails,pers_58,2025-05-29,1,NA,NA,NA,NA,NA,NA
pers_47,1_phone,pers_27,2025-05-29,1,3,5,NA,NA,NA,NA
pers_63,0_emails,pers_45,2025-05-29,1,NA,NA,NA,NA,NA,NA
pers_63,0_emails,pers_56,2025-05-30,1,NA,NA,NA,NA,NA,NA
pers_47,1_phone,pers_57,2025-05-30,1,3,0,NA,NA,NA,NA
pers_47,1_phone,pers_45,2025-05-30,1,3,3,NA,NA,NA,NA
pers_57,0_emails,pers_43,2025-05-30,1,NA,NA,NA,NA,NA,NA
pers_34,1_phone,pers_63,2025-05-30,1,5,4,NA,NA,NA,NA
pers_41,0_emails,pers_45,2025-05-30,1,NA,NA,NA,NA,NA,NA
pers_27,1_phone,pers_57,2025-05-30,1,5,0,NA,NA,NA,NA
pers_57,0_emails,pers_27,2025-05-30,1,NA,NA,NA,NA,NA,NA
pers_58,0_emails,pers_27,2025-05-31,1,NA,NA,NA,NA,NA,NA
pers_27,1_phone,pers_58,2025-05-31,1,5,4,NA,NA,NA,NA
pers_27,1_phone,pers_41,2025-05-31,1,5,5,NA,NA,NA,NA
pers_63,1_phone,pers_47,2025-05-31,1,4,3,NA,NA,NA,NA
pers_41,1_phone,pers_63,2025-05-31,1,5,4,NA,NA,NA,NA
pers_63,1_phone,pers_58,2025-05-31,1,4,4,NA,NA,NA,NA
pers_37,0_emails,pers_63,2025-05-31,1,NA,NA,NA,NA,NA,NA
pers_37,0_emails,pers_41,2025-05-31,1,NA,NA,NA,NA,NA,NA
pers_27,1_phone,pers_34,2025-05-31,1,5,5,NA,NA,NA,NA
pers_41,0_emails,pers_43,2025-05-31,1,NA,NA,NA,NA,NA,NA
pers_56,0_emails,pers_34,2025-05-31,1,NA,NA,NA,NA,NA,NA
pers_47,1_phone,pers_45,2025-05-31,1,3,3,NA,NA,NA,NA
pers_63,1_phone,pers_37,2025-05-31,1,4,5,NA,NA,NA,NA
pers_57,0_emails,pers_58,2025-05-31,1,NA,NA,NA,NA,NA,NA
pers_58,0_emails,pers_63,2025-05-31,1,NA,NA,NA,NA,NA,NA
pers_56,1_phone,pers_41,2025-06-01,1,0,5,NA,NA,NA,NA
pers_58,0_emails,pers_43,2025-06-01,1,NA,NA,NA,NA,NA,NA
pers_56,1_phone,pers_41,2025-06-01,1,0,5,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-06-01,1,NA,NA,NA,NA,NA,NA
pers_41,1_phone,pers_45,2025-06-02,1,5,3,NA,NA,NA,NA
pers_41,1_phone,pers_27,2025-06-02,1,5,5,NA,NA,NA,NA
pers_58,0_emails,pers_37,2025-06-02,1,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_39,2025-06-02,1,NA,NA,NA,NA,NA,NA
pers_58,0_emails,pers_34,2025-06-03,1,NA,NA,NA,NA,NA,NA
pers_63,1_phone,pers_56,2025-06-03,1,4,0,NA,NA,NA,NA
pers_79,6_travels,count_70,2025-06-03,3,4,3,NA,NA,NA,NA
pers_63,0_emails,pers_58,2025-06-03,1,NA,NA,NA,NA,NA,NA
pers_57,0_emails,pers_34,2025-06-03,1,NA,NA,NA,NA,NA,NA
pers_34,1_phone,pers_63,2025-06-03,1,5,4,NA,NA,NA,NA
pers_27,1_phone,pers_37,2025-06-03,1,5,5,NA,NA,NA,NA
pers_63,1_phone,pers_56,2025-06-03,1,4,0,NA,NA,NA,NA
pers_56,0_emails,pers_57,2025-06-04,1,NA,NA,NA,NA,NA,NA
pers_56,1_phone,pers_58,2025-06-05,1,0,4,NA,NA,NA,NA
pers_58,0_emails,pers_34,2025-06-05,1,NA,NA,NA,NA,NA,NA
pers_58,0_emails,pers_47,2025-06-05,1,NA,NA,NA,NA,NA,NA
pers_56,0_emails,pers_57,2025-06-05,1,NA,NA,NA,NA,NA,NA
pers_63,1_phone,pers_56,2025-06-05,1,4,0,NA,NA,NA,NA
pers_34,0_emails,pers_58,2025-06-05,1,NA,NA,NA,NA,NA,NA
pers_77,6_travels,count_81,2025-06-05,2,3,1,NA,NA,NA,NA
pers_58,0_emails,pers_27,2025-06-05,1,NA,NA,NA,NA,NA,NA
pers_58,0_emails,pers_43,2025-06-05,1,NA,NA,NA,NA,NA,NA
pers_47,0_emails,pers_58,2025-06-05,1,NA,NA,NA,NA,NA,NA
pers_58,1_phone,pers_43,2025-06-05,1,4,3,NA,NA,NA,NA
pers_37,0_emails,pers_47,2025-06-06,1,NA,NA,NA,NA,NA,NA
pers_58,0_emails,pers_56,2025-06-06,1,NA,NA,NA,NA,NA,NA
pers_63,1_phone,pers_56,2025-06-06,1,4,0,NA,NA,NA,NA
pers_57,0_emails,pers_34,2025-06-06,1,NA,NA,NA,NA,NA,NA
pers_41,1_phone,pers_63,2025-06-06,1,5,4,NA,NA,NA,NA
pers_63,1_phone,pers_41,2025-06-07,1,4,5,NA,NA,NA,NA
pers_57,0_emails,pers_45,2025-06-07,1,NA,NA,NA,NA,NA,NA
pers_58,1_phone,pers_37,2025-06-07,1,4,5,NA,NA,NA,NA
pers_63,1_phone,pers_45,2025-06-07,1,4,3,NA,NA,NA,NA
pers_63,1_phone,pers_27,2025-06-07,1,4,5,NA,NA,NA,NA
pers_67,0_emails,pers_39,2025-06-07,1,NA,NA,NA,NA,NA,NA
pers_56,0_emails,pers_41,2025-06-07,1,NA,NA,NA,NA,NA,NA
pers_67,2_sell,prod_657187,2025-06-07,300,NA,NA,NA,NA,NA,NA
pers_39,3_buy,prod_657187,2025-06-07,300,NA,NA,NA,NA,NA,NA
pers_58,0_emails,pers_47,2025-06-08,1,NA,NA,NA,NA,NA,NA
pers_37,0_emails,pers_45,2025-06-08,1,NA,NA,NA,NA,NA,NA
pers_41,0_emails,pers_56,2025-06-09,1,NA,NA,NA,NA,NA,NA
pers_58,0_emails,pers_56,2025-06-09,1,NA,NA,NA,NA,NA,NA
pers_37,0_emails,pers_45,2025-06-09,1,NA,NA,NA,NA,NA,NA
pers_56,1_phone,pers_45,2025-06-09,1,0,3,NA,NA,NA,NA
pers_63,0_emails,pers_47,2025-06-09,1,NA,NA,NA,NA,NA,NA
pers_27,1_phone,pers_43,2025-06-10,1,5,3,NA,NA,NA,NA
pers_63,1_phone,pers_37,2025-06-10,1,4,5,NA,NA,NA,NA
pers_37,0_emails,pers_45,2025-06-10,1,NA,NA,NA,NA,NA,NA
pers_37,0_emails,pers_63,2025-06-10,1,NA,NA,NA,NA,NA,NA
pers_57,0_emails,pers_41,2025-06-10,1,NA,NA,NA,NA,NA,NA
pers_45,1_phone,pers_43,2025-06-10,1,3,3,NA,NA,NA,NA
pers_34,1_phone,pers_56,2025-06-10,1,5,0,NA,NA,NA,NA
pers_34,1_phone,pers_58,2025-06-10,1,5,4,NA,NA,NA,NA
pers_63,1_phone,pers_58,2025-06-11,1,4,4,NA,NA,NA,NA
pers_41,1_phone,pers_27,2025-06-11,1,5,5,NA,NA,NA,NA
pers_56,1_phone,pers_45,2025-06-11,1,0,3,NA,NA,NA,NA
pers_34,1_phone,pers_41,2025-06-11,1,5,5,NA,NA,NA,NA
pers_47,1_phone,pers_57,2025-06-11,1,3,0,NA,NA,NA,NA
pers_63,1_phone,pers_43,2025-06-12,1,4,3,NA,NA,NA,NA
pers_56,0_emails,pers_37,2025-06-12,1,NA,NA,NA,NA,NA,NA
pers_47,1_phone,pers_56,2025-06-12,1,3,0,NA,NA,NA,NA
pers_78,6_travels,count_70,2025-06-12,4,4,3,NA,NA,NA,NA
pers_58,0_emails,pers_56,2025-06-12,1,NA,NA,NA,NA,NA,NA
pers_41,1_phone,pers_57,2025-06-12,1,5,0,NA,NA,NA,NA
pers_41,1_phone,pers_58,2025-06-12,1,5,4,NA,NA,NA,NA
pers_27,1_phone,pers_45,2025-06-13,1,5,3,NA,NA,NA,NA
